CeA_mean	NAc_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000036968	2.57456366355335	12.9580485143885	-2.33144861380986	10.3834848508352	0.976218075956067	-10.6420115714257	2399	0.479366402667778	5	138185747	138192180	protein_coding	Cnpy4
ENSMUSG00000024593	1.8672647318844	10.4470383601625	-2.48409562382034	8.57977362827812	0.976125446605796	-8.93214680694289	7718	0.479139673490542	18	57266162	57430539	protein_coding	Megf10
ENSMUSG00000108246	2.02637080999491	10.9957283907237	-2.43997307058803	8.96935758072874	0.976120153500066	-9.29531301227511	2032	0.320374015748031	6	61952082	61954113	TEC	Gm43896
ENSMUSG00000028294	12.0179125494545	2.34649444338904	2.3566073798754	9.67141810606548	0.976096334524282	9.9543923232518	2484	0.44524959742351	4	34688559	34730206	protein_coding	Cfap206
ENSMUSG00000103646	2.60606676323396	12.9994943522001	-2.31850955810236	10.3934275889662	0.976093687971417	-10.6488883747598	2765	0.381555153707052	1	176995664	176998428	TEC	Gm37706
ENSMUSG00000030595	2.84756949233033	13.8842368310074	-2.28564492419674	11.036667338677	0.97602487759693	-11.2708561637582	2169	0.517750115260489	7	28457676	28466937	protein_coding	Nfkbib
ENSMUSG00000021732	2.23733182238082	11.6126230115124	-2.37584273316832	9.37529118913157	0.975932248246659	-9.67164482256027	4601	0.414909802216909	13	118806327	118928651	protein_coding	Fgf10
ENSMUSG00000070687	16.7224652661123	3.64179456256069	2.19906610288892	13.0806707035516	0.9757708085219	13.2642315186229	3201	0.512339893783193	4	136150835	136171709	protein_coding	Htr1d
ENSMUSG00000105700	7.44712929053046	31.6255906796262	-2.08633611597333	24.1784613890958	0.975709937806008	-24.2683084192699	3041	0.351857941466623	5	49566134	49569174	TEC	Gm42772
ENSMUSG00000074158	1.85476823689624	10.3076638792477	-2.47440656765191	8.45289564235148	0.97553261876406	-8.80761787332554	4995	0.431431431431431	7	42258950	42292012	protein_coding	Zfp976
ENSMUSG00000020474	1.12563845978941	8.23261609799207	-2.87060742491789	7.10697763820266	0.975506153235411	-7.66482342509639	3658	0.550300710770913	11	5777860	5788016	protein_coding	Polm
ENSMUSG00000039079	3.07282498948482	14.4992343218368	-2.23833920941838	11.426409332352	0.975490273918222	-11.643581607344	1340	0.567910447761194	8	123083706	123087485	protein_coding	Trhr2
ENSMUSG00000106211	0.514698185738708	7.11447116857104	-3.78895792031613	6.59977298283233	0.975482334259627	-7.61007263742272	3004	0.401797603195739	3	56030577	56033580	TEC	Gm42842
ENSMUSG00000106665	3.96684536214803	17.9689932867156	-2.17944552036481	14.0021479245676	0.975455868730978	-14.1707490725688	2595	0.374181117533719	5	24358292	24360886	TEC	Gm43389
ENSMUSG00000023074	24.1920490179345	5.59107165216152	2.11333622886303	18.6009773657729	0.975305015217679	18.7206449936486	2085	0.470023980815348	X	52433475	52459379	protein_coding	Mospd1
ENSMUSG00000069265	9.63854280409564	40.0222310681412	-2.05391463828095	30.3836882640456	0.975196506550218	-30.4530306844499	534	0.606741573033708	13	23945836	23946369	protein_coding	H3c1
ENSMUSG00000114169	9.70646702633791	40.0150084683545	-2.04352303243436	30.3085414420166	0.975056239248379	-30.3773545709057	2015	0.380645161290323	13	93448549	93450563	TEC	Gm47075
ENSMUSG00000039620	1.93404672893831	10.4947487505639	-2.43997307058803	8.56070202162556	0.97502977371973	-8.90163398979416	6387	0.455456395803977	8	36924702	36983724	protein_coding	Trmt9b
ENSMUSG00000107498	5.8179900422612	24.8901701470566	-2.09698336017284	19.0721801047954	0.974918618499405	-19.1871152902826	2654	0.332705350414469	6	80025659	80028312	TEC	Gm44240
ENSMUSG00000039763	26.5650676510301	6.26741096492299	2.08358888546898	20.2976566861071	0.974505756252481	20.4043184054434	3565	0.466479663394109	16	91411142	91415914	protein_coding	Dnajc28
ENSMUSG00000113869	9.32987647864727	38.1535743030811	-2.03188833195096	28.8236978244338	0.974468704512373	-28.8952267073264	662	0.403323262839879	13	9402064	9402725	processed_pseudogene	Gm48869
ENSMUSG00000049630	17.0550878114601	3.83214477145193	2.15397821336038	13.2229430400082	0.974317850999074	13.39723272855	2535	0.463116370808679	2	13008268	13016617	protein_coding	C1ql3
ENSMUSG00000109217	5.39127395863785	22.8950266345468	-2.08633611597333	17.503752675909	0.974217281990208	-17.6276531656431	3055	0.357119476268412	7	91258164	91261218	TEC	Gm44676
ENSMUSG00000042770	9.98606019218187	1.83242815870155	2.44615896485369	8.15363203348033	0.974140531957126	8.51266168825771	3711	0.494475882511452	6	135114520	135175020	protein_coding	Hebp1
ENSMUSG00000064247	1.08044751663859	7.90210172827473	-2.87060742491789	6.82165421163614	0.974050549159719	-7.40103730372485	3811	0.588559433219627	5	110247835	110253819	protein_coding	Plcxd1
ENSMUSG00000103887	9.54028147801126	38.7138962754511	-2.02074777434575	29.1736147974399	0.97404525605399	-29.2435158952703	1079	0.437442075996293	7	92286391	92287469	TEC	Gm37008
ENSMUSG00000103653	37.5215793090024	9.23723010678032	2.02218834080484	28.2843492022221	0.973955273256583	28.3565451964609	631	0.551505546751189	1	191758120	191758750	processed_pseudogene	Gstp-ps
ENSMUSG00000103563	6.38443572240644	26.581047963236	-2.05776696377656	20.1966122408295	0.973857350800582	-20.3011711702462	2741	0.349142648668369	1	25761119	25763859	TEC	8030445P17Rik
ENSMUSG00000103831	2.73775630712078	12.918200792062	-2.23833920941838	10.1804444849412	0.973857350800582	-10.4236084120323	1880	0.465957446808511	7	79166630	79168509	TEC	Gm37608
ENSMUSG00000014470	3.63011314878685	16.1500287584791	-2.15345031183187	12.5199156096923	0.973807066296149	-12.7037646042166	1985	0.596977329974811	8	123192886	123202803	protein_coding	Rnf166
ENSMUSG00000104060	1.49115843284995	8.91237339048682	-2.57937612725345	7.42121495763687	0.973650919677121	-7.85669222085849	2071	0.443264123611782	1	131304199	131306269	TEC	Gm37954
ENSMUSG00000050545	2.545210808598	12.2765494999728	-2.27004806914572	9.73133869137478	0.973648273124256	-9.9926008107239	3640	0.393406593406593	12	4789888	4819267	protein_coding	Fam228b
ENSMUSG00000022346	8.71406571364761	1.43017843145096	2.60715084152599	7.28388728219665	0.973579462749768	7.73642355680037	2717	0.546190651453809	15	61857240	61862223	protein_coding	Myc
ENSMUSG00000119142	257.349092869354	66.996462038832	1.94156988059655	190.352630830522	0.973563583432579	190.362532441923	116	0.405172413793103	4	117059725	117059840	snRNA	Gm23143
ENSMUSG00000034796	30.0924527728781	7.37622399060793	2.02844733127652	22.7162287822702	0.973494773058092	22.8066141429236	5268	0.566249050873197	8	123844113	123861921	protein_coding	Cpne7
ENSMUSG00000002190	0.511501302597473	6.75790399696044	-3.72376603658862	6.24640269436297	0.973182479820034	-7.27213724536301	4025	0.447950310559006	8	84116496	84155181	protein_coding	Clgn
ENSMUSG00000032044	14.7778851968802	3.30299897849172	2.16159139747025	11.4748862183884	0.973140134974196	11.6767072025712	2647	0.496033245183226	9	35179161	35189027	protein_coding	Rpusd4
ENSMUSG00000105936	2.91495736259786	13.3613494276473	-2.19651903372375	10.4463920650495	0.973113669445547	-10.674820984084	2472	0.384708737864078	1	138997951	139000422	TEC	Gm43544
ENSMUSG00000109418	6.65916790174069	27.2319851090455	-2.03188833195096	20.5728172073048	0.973097790128358	-20.6729141157867	1855	0.380053908355795	8	9648799	9650653	TEC	Gm44800
ENSMUSG00000019467	24.2271554629136	5.83744836993328	2.05321523642546	18.3897070929803	0.973071324599709	18.5039730807387	3994	0.578617926890336	10	127018394	127025952	protein_coding	Arhgef25
ENSMUSG00000102760	3.16347993693121	14.3299132080599	-2.17944552036481	11.1664332711287	0.973028979753871	-11.3771356138006	1627	0.362015980331899	1	181833625	181835251	TEC	Gm37258
ENSMUSG00000030701	9.98068122089602	40.0300703024909	-2.00387395578136	30.0493890815949	0.972880772793437	-30.116130146613	3713	0.498518718017775	7	100292099	100311621	protein_coding	Plekhb1
ENSMUSG00000093559	1.60759454160971	9.10259062578613	-2.50137361525218	7.49499608417642	0.972846367606193	-7.90138192121477	1921	0.468505986465383	6	99361568	99365460	lncRNA	Gm20705
ENSMUSG00000028883	39.2667061228405	9.80695254822822	2.00142978063804	29.4597535746123	0.972809315866084	29.527661638601	13868	0.383544851456591	5	13175381	13652533	protein_coding	Sema3a
ENSMUSG00000022708	21.6062694306194	84.0573411043992	-1.95992382607807	62.4510716737798	0.972639936482731	-62.4818185923522	30730	0.42997071265864	16	42696244	43462965	protein_coding	Zbtb20
ENSMUSG00000075266	9.77816548541833	1.84554490536797	2.40551698035634	7.93262058005037	0.972637289929866	8.28932935826664	4211	0.400379957254809	10	30070565	30076556	protein_coding	Cenpw
ENSMUSG00000112655	5.37894903449988	22.2081675275684	-2.04569413147599	16.8292184930685	0.972618764059812	-16.9530958696928	1531	0.435662965382103	12	3418429	3419959	TEC	Gm48511
ENSMUSG00000101972	50.0922808504825	189.089771204489	-1.91641111453102	138.997490354007	0.97255789334392	-139.010700869653	411	0.669099756690998	13	21967130	21967540	protein_coding	H3c11
ENSMUSG00000118934	599.395355543811	159.858646763542	1.9067111233849	439.536708780269	0.972536720921	439.54084441915	79	0.392405063291139	7	59074672	59074750	snoRNA	Gm23145
ENSMUSG00000022262	6.58308097126952	0.434875033378618	3.9200901531861	6.1482059378909	0.972478496757973	7.29160771461436	15637	0.470742469783206	15	28203898	28472198	protein_coding	Dnah5
ENSMUSG00000041203	99.2876766280877	25.8478589684185	1.94156988059655	73.4398176596691	0.972372634643377	73.4654783656017	902	0.598669623059867	8	85753452	85756915	protein_coding	Trir
ENSMUSG00000037860	0.514698185738708	6.65945980848716	-3.69360655348576	6.14476162274845	0.972354108773323	-7.1694368518284	3501	0.428734647243645	1	173178445	173293606	protein_coding	Aim2
ENSMUSG00000115955	0.625772870199036	6.7912827021126	-3.43997307058803	6.16550983191357	0.972322350138944	-7.06023556361923	3290	0.446504559270517	2	130365915	130369204	TEC	9530056E24Rik
ENSMUSG00000024236	0.577177668336089	6.71780242665795	-3.54090197943881	6.14062475832186	0.972237660447267	-7.08838904480483	10701	0.496589103822073	18	4920540	5119299	protein_coding	Svil
ENSMUSG00000109088	3.07971988474918	13.8051797245312	-2.1643386279746	10.725459839782	0.972237660447267	-10.9416566602741	1337	0.37247569184742	X	109678192	109856429	lncRNA	Gm44593
ENSMUSG00000086841	4.95855670268504	20.5894714743617	-2.05391463828095	15.6309147716766	0.972131798332672	-15.7652802683861	2076	0.473025048169557	11	62493650	62495725	lncRNA	2410006H16Rik
ENSMUSG00000026447	3.64881949856465	15.7992073740448	-2.11435049214293	12.1503878754802	0.972023289665211	-12.3329803181648	9592	0.537322768974145	1	132973405	133036425	protein_coding	Pik3c2b
ENSMUSG00000040164	7.5914186687125	1.07461139332197	2.82055447963519	6.51680727539053	0.971904194786291	7.10100729736092	2712	0.488569321533923	2	164005539	164013033	protein_coding	Kcns1
ENSMUSG00000109568	5.81110854866283	23.5027911184612	-2.01594678808193	17.6916825697984	0.971883022363372	-17.8061695376318	1240	0.425806451612903	8	8687966	8689205	TEC	Gm45074
ENSMUSG00000041396	3.40183863673964	14.767561196266	-2.11804497570067	11.3657225595264	0.971766574037316	-11.5613910849524	1513	0.449438202247191	1	163822458	163824812	protein_coding	Mettl18
ENSMUSG00000091985	0.338728651358149	6.3932128961044	-4.23833920941838	6.05448424474625	0.971607780865423	-7.39055469663636	3039	0.448831852583087	4	108491040	108494638	lncRNA	Gm17354
ENSMUSG00000061013	6.53584997763438	0.485724349781532	3.75016515174379	6.05012562785285	0.971583961889639	7.11812888181686	4095	0.495482295482295	18	6934518	7004780	protein_coding	Mkx
ENSMUSG00000051359	81.814278679361	21.396551010071	1.93497439027208	60.4177276692901	0.971554849808125	60.4487050532227	8581	0.494114905022725	15	37366419	37792814	protein_coding	Ncald
ENSMUSG00000119465	364.849346852755	98.3745518544875	1.89094380752659	266.474794998267	0.971493979092232	266.481504119614	79	0.430379746835443	7	59069071	59069149	snoRNA	Gm25449
ENSMUSG00000028101	0.788205491177194	6.94246135471306	-3.13880353586747	6.15425586353587	0.971406642847691	-6.90846964751527	3918	0.55895865237366	3	96603700	96613386	protein_coding	Pias3
ENSMUSG00000103497	13.2976734917295	51.6728031682481	-1.95823129022565	38.3751296765186	0.971380177319042	-38.425060149278	1316	0.348784194528875	1	128090951	128092266	TEC	Gm37407
ENSMUSG00000102623	1.67996143855963	9.11600166868644	-2.43997307058803	7.43604023012681	0.971234616911473	-7.82612055166921	2451	0.433700530395757	6	40075656	40078106	TEC	Gm37673
ENSMUSG00000018574	1.91622556120144	9.76512095614398	-2.34937052180713	7.84889539494254	0.971136694455472	-8.19296654268077	2686	0.550260610573343	11	69901009	69906237	protein_coding	Acadvl
ENSMUSG00000086842	1.90346962181475	9.70011645273769	-2.34937052180713	7.79664683092295	0.970938202990605	-8.14292598854227	2704	0.482988165680473	8	99872018	99874721	processed_pseudogene	Gm15681
ENSMUSG00000024165	6.5932412222727	0.602137623696114	3.4528226951347	5.99110359857659	0.970808521900225	6.9148613068459	4840	0.458057851239669	17	25156393	25179663	protein_coding	Jpt2
ENSMUSG00000076434	12.2062810847124	2.68780272606381	2.1831245590199	9.51847835864862	0.970678840809845	9.76562661093787	2530	0.490118577075099	2	164573100	164587851	protein_coding	Wfdc3
ENSMUSG00000052291	2.13052025831821	10.388033696604	-2.28564492419674	8.25751343828578	0.970649728728331	-8.56800448780092	2899	0.518109692997585	10	116344957	116451875	lncRNA	5330438D12Rik
ENSMUSG00000039987	4.15977751499028	17.2446514715337	-2.05157069781266	13.0848739565434	0.970641789069737	-13.2447298495194	6929	0.414489825371626	5	20963661	21087122	protein_coding	Phtf2
ENSMUSG00000060284	7.57354599380087	1.14355350154569	2.72744507524371	6.42999249225518	0.970541220060871	6.98453721365483	3398	0.510594467333726	15	102265041	102275617	protein_coding	Sp7
ENSMUSG00000002944	6.88175847227241	0.811795570665513	3.08358888546898	6.0699629016069	0.970477702792113	6.8083015533591	3590	0.366852367688022	5	17986688	18093799	protein_coding	Cd36
ENSMUSG00000109044	5.30616686328564	21.3651947670227	-2.0095205189225	16.0590279037371	0.970403599311896	-16.1842685941928	2910	0.357388316151203	7	91284447	91287356	TEC	Gm44680
ENSMUSG00000055652	6.40703135774325	0.503863433383332	3.66855138619014	5.90316792435991	0.970215694058489	6.95022739313681	3856	0.561721991701245	7	75498058	75523879	protein_coding	Klhl25
ENSMUSG00000093044	711.219311202578	194.289739912613	1.87208478027527	516.929571289965	0.97017864231838	516.932961200436	110	0.509090909090909	14	52447242	52447351	snoRNA	Snord8
ENSMUSG00000079414	3.11668451571882	13.4456567413573	-2.10905619247341	10.3289722256385	0.969956331877729	-10.5420958666207	2312	0.515138408304498	17	57398336	57412963	lncRNA	Gm11110
ENSMUSG00000069266	90.7528287196713	24.4697405431502	1.89094380752658	66.2830881765211	0.969906047373296	66.3100553965965	397	0.594458438287154	13	23940996	23941392	protein_coding	H4c2
ENSMUSG00000017754	8.43767517604439	1.51670366832641	2.47590630824774	6.92097150771798	0.969890168056107	7.35050737417935	2562	0.556206088992974	2	164681438	164699631	protein_coding	Pltp
ENSMUSG00000115161	2.09897308486511	10.187053068532	-2.27898119391573	8.08807998366688	0.969794892152971	-8.40302285516435	3433	0.478590154383921	15	27863885	27867317	TEC	Gm20555
ENSMUSG00000109775	0.295548771598454	6.13605265299667	-4.37584273316832	5.84050388139822	0.969786952494376	-7.29790964688174	3483	0.41343669250646	8	99772559	99776041	TEC	Gm45297
ENSMUSG00000106570	2.42373851340125	11.1097395846432	-2.19651903372375	8.68600107124193	0.96969167659124	-8.95942578936434	2973	0.420114362596704	5	131911805	131914777	TEC	C230071H17Rik
ENSMUSG00000075707	19.2694887271634	4.78546157420229	2.0095883040252	14.4840271529611	0.969620219663888	14.6227729148541	2030	0.578325123152709	12	110245502	110247531	protein_coding	Dio3
ENSMUSG00000074939	32.8325296718875	8.50549205371038	1.94865930538287	24.3270376181772	0.969326452295885	24.4049591756401	1599	0.517198248905566	2	112309516	112311114	protein_coding	Chrm5
ENSMUSG00000032373	7.18152003268435	27.8762427938328	-1.95667498474475	20.6947227611485	0.969117374619558	-20.7870182363109	7597	0.478741608529683	9	66620968	66674127	protein_coding	Car12
ENSMUSG00000033774	6.69163405077409	0.789367849049077	3.08358888546898	5.90226620172502	0.968977107317719	6.65922418383803	3692	0.48726977248104	1	5983926	5987617	protein_coding	Npbwr1
ENSMUSG00000049112	14.3986548828782	3.44773024897121	2.06221523467641	10.950924633907	0.968895064178907	11.1434053148777	4790	0.546972860125261	6	112450644	112466904	protein_coding	Oxtr
ENSMUSG00000104969	7.87677759141016	30.1980705268289	-1.93877892755947	22.3212929354187	0.96881037448723	-22.4053337854789	2091	0.485413677666188	3	143902933	143905023	lncRNA	Gm43445
ENSMUSG00000090135	9.34399126908395	35.2719648857996	-1.91641111453102	25.9279736167156	0.9687071589255	-25.9987008796401	661	0.376701966717095	13	43151987	43159543	lncRNA	Gm15809
ENSMUSG00000026414	7.30350882756164	1.12784291744938	2.69502359755133	6.17566591011226	0.968431917427551	6.73810074313832	7752	0.516124871001032	1	135764092	135779998	protein_coding	Tnnt2
ENSMUSG00000105974	2.11266571878382	9.9686885537513	-2.23833920941838	7.85602283496748	0.968373693264523	-8.16867536384879	1949	0.393535146228835	5	49105363	49107311	TEC	Gm43318
ENSMUSG00000020471	3.80051402971619	15.3710237272637	-2.01594678808193	11.5705096975475	0.968363107053063	-11.7448174150737	1896	0.551160337552743	11	5822180	5828292	protein_coding	Pold2
ENSMUSG00000071679	1.98233138936504	9.62094998191755	-2.27898119391573	7.63861859255252	0.968212253539764	-7.97133924034792	3635	0.409353507565337	X	143471903	143905407	protein_coding	Rtl4
ENSMUSG00000085767	2.45386500948132	10.9997170987474	-2.1643386279746	8.54585208926612	0.968087865555115	-8.81566501338141	1678	0.551251489868892	2	26271538	26279030	lncRNA	Gm13563
ENSMUSG00000107606	0.514698185738708	6.1671451216548	-3.58280419306628	5.65244693591609	0.967804684398571	-6.69228229001142	3938	0.383697308278314	6	46022077	46026014	TEC	Gm43873
ENSMUSG00000011171	7.15018765758455	1.0883359842741	2.71585710096849	6.06185167331045	0.967796744739976	6.64243370325197	4463	0.488460676674882	12	116041346	116109881	protein_coding	Vipr2
ENSMUSG00000084235	65.2582566785273	17.8794239183386	1.86786019441354	47.3788327601887	0.967664417096731	47.4156376675861	489	0.411042944785276	5	22733319	22734242	transcribed_processed_pseudogene	Gm15421
ENSMUSG00000083626	17.5965191705541	64.3480976206303	-1.87060742491789	46.7515784500762	0.967630011909488	-46.7889865215286	468	0.527777777777778	7	139239604	139240071	processed_pseudogene	Gm4459
ENSMUSG00000104963	1.16359800845224	7.32063827854607	-2.65337670869723	6.15704027009383	0.967616779145163	-6.70444276922505	2654	0.39939713639789	3	126931486	126934139	TEC	Gm42974
ENSMUSG00000027487	3.2974257676912	13.5787820556281	-2.04194199661488	10.281356287937	0.967614132592299	-10.4821664858483	3434	0.43739079790332	2	154177300	154214930	protein_coding	Cdk5rap1
ENSMUSG00000064371	107.548874631969	376.980092367756	-1.80949591061451	269.431217735787	0.967471218737594	-269.437293940612	67	0.343283582089552	MT	15289	15355	Mt_tRNA	mt-Tt
ENSMUSG00000050447	2.48446429157864	10.9414978229146	-2.13880353586747	8.457033531336	0.967362710070134	-8.72329620700688	3729	0.442209707696433	2	49956441	50083581	protein_coding	Lypd6
ENSMUSG00000031119	12.4257577847142	2.93156906695757	2.08358888546898	9.49418871775661	0.967344184200079	9.72013179190625	2651	0.507355714824595	X	51141898	51254129	protein_coding	Gpc4
ENSMUSG00000106993	0.790778852680941	6.52980689162805	-3.04569413147599	5.7390280389471	0.967320365224295	-6.49712979509632	5207	0.468599961590167	5	74208960	74214166	TEC	Gm43417
ENSMUSG00000111652	2.44222152189185	10.7554620750359	-2.13880353586747	8.31324055314405	0.966952494376075	-8.5839646469145	2529	0.399367338869118	9	16344163	16346691	TEC	Gm48726
ENSMUSG00000107531	3.79151518039564	15.2068396800848	-2.00387395578136	11.4153244996892	0.966923382294561	-11.5898724869544	1086	0.382136279926335	8	13314102	13315187	TEC	E330037G11Rik
ENSMUSG00000028651	13.773191706795	3.39074589725328	2.02218834080484	10.3824458095417	0.966870451237263	10.5775435084786	1719	0.487492728330425	4	123020908	123033744	protein_coding	Ppie
ENSMUSG00000113020	5.31670752054287	20.455614253811	-1.94389185095313	15.1389067332682	0.966698425301045	-15.2631979809866	2517	0.371871275327771	12	98776942	98779458	TEC	Gm48063
ENSMUSG00000051730	2.95682174819118	12.3573695882048	-2.06325250286029	9.40054784001357	0.966547571787746	-9.62430831711781	2437	0.383258104226508	2	69701542	69715959	protein_coding	Mettl5
ENSMUSG00000027577	1.22986424310324	7.35066718108252	-2.57937612725345	6.12080293797928	0.966372899298664	-6.64209378219103	5022	0.560931899641577	2	180660173	180685339	protein_coding	Chrna4
ENSMUSG00000120525	3.8670036494268	15.3271395122647	-1.98680044242242	11.4601358628379	0.966364959640069	-11.6310829243331	1331	0.46656649135988	14	70896785	70898115	lncRNA	
ENSMUSG00000023868	45.5853790466689	159.224138943094	-1.80441599325015	113.638759896425	0.966322614794231	-113.65308472661	12849	0.495135808234104	17	8744204	9205480	protein_coding	Pde10a
ENSMUSG00000102331	5.05380237607813	19.375319261	-1.93877892755947	14.3215168849219	0.966296149265582	-14.4521524215271	3259	0.380791653881559	1	3717532	3729127	lncRNA	Gm19938
ENSMUSG00000024645	3.59541988963095	14.3550989994542	-1.99733110991459	10.7596791098232	0.966126769882228	-10.9434924091443	3722	0.41778613648576	18	84964316	84969649	protein_coding	Timm21
ENSMUSG00000113184	3.24146405773365	13.1099689549671	-2.01594678808193	9.86850489723347	0.966071192272066	-10.0723100805674	2223	0.491677912730544	12	81764604	81766826	lncRNA	Gm49654
ENSMUSG00000109640	0.290954316415324	5.76608894596505	-4.30872853730978	5.47513462954972	0.966047373296282	-6.96722619267684	3538	0.397964951950254	8	26552543	26556080	TEC	Gm45413
ENSMUSG00000105568	2.47570074910393	10.7471477104139	-2.11804497570067	8.27144696130996	0.966042080190552	-8.53832239686781	2079	0.43049543049543	3	127077130	127079208	TEC	Gm42971
ENSMUSG00000080406	51.4698185738707	178.098928253228	-1.79088023244716	126.629109679358	0.965909752547307	-126.641773006357	120	0.608333333333333	12	109578256	109578375	miRNA	Mir1188
ENSMUSG00000039914	10.0019080011408	36.622823108285	-1.87246776694342	26.6209151071441	0.965872700807199	-26.6866868809153	2573	0.519238243295764	10	128198969	128204866	protein_coding	Coq10a
ENSMUSG00000030739	0.28307338690428	5.74347505585202	-4.34267586923312	5.46040166894774	0.965851528384279	-6.97673419957124	7273	0.521792932765021	7	44255227	44320267	protein_coding	Myh14
ENSMUSG00000026546	11.5237655719004	2.7187649454275	2.08358888546898	8.8050006264729	0.965798597326982	9.04816990754694	5717	0.513031310127689	1	172348368	172373437	protein_coding	Cfap45
ENSMUSG00000045871	4.37007893551733	16.9545291904874	-1.95593947871766	12.5844502549701	0.965703321423845	-12.7355442547315	4240	0.359433962264151	14	110986012	110992581	protein_coding	Slitrk6
ENSMUSG00000085795	12.7460635619255	3.15033481580003	2.01647468961044	9.59572874612551	0.965642450707953	9.80531388294424	3392	0.602299528301887	8	27467353	27471489	protein_coding	Zfp703
ENSMUSG00000026893	1.50982160674306	7.97904476027157	-2.40183794170126	6.46922315352852	0.965470424771735	-6.90070095775387	3409	0.38633030214139	2	62494629	62524453	protein_coding	Gca
ENSMUSG00000019851	6.32825638203329	23.3904143849713	-1.8860374654875	17.062158002938	0.965293105729787	-17.1660820526538	1952	0.480020491803279	10	18720768	18732821	protein_coding	Perp
ENSMUSG00000051246	6.73271292876795	1.00321724567614	2.74655389819141	5.72949568309181	0.965036390101892	6.35379249726005	2905	0.535972461273666	5	35065356	35081183	protein_coding	Msantd1
ENSMUSG00000053963	54.9941925914714	15.6749010505769	1.81082294161741	39.3192915408945	0.96460235543205	39.3609675567528	7375	0.50264406779661	1	180259952	180311069	protein_coding	Stum
ENSMUSG00000021759	20.5879274295483	5.55113542607465	1.89094380752658	15.0367920034736	0.964422389837237	15.15522293597	1750	0.508	13	112937326	113004428	protein_coding	Plpp1
ENSMUSG00000054555	0.194721719753602	5.51280828277535	-4.82330171013954	5.31808656302175	0.96435887256848	-7.17957408756449	10573	0.4558781802705	7	133484928	133833875	protein_coding	Adam12
ENSMUSG00000073073	6.18049856123865	22.6822578283571	-1.87576913003367	16.5017592671184	0.964205372502316	-16.6080272380291	1499	0.495663775850567	11	30217464	30230491	lncRNA	Gm8098
ENSMUSG00000113922	9.27981274995738	33.1531108028605	-1.83697664703661	23.8732980529031	0.964141855233558	-23.9438685914475	1553	0.394719896973599	13	9371463	9373015	TEC	Gm48887
ENSMUSG00000031807	1.36524717702575	7.47268230433126	-2.45246401477123	6.10743512730551	0.964096863834855	-6.58143932418989	3770	0.577188328912467	8	72044820	72053736	protein_coding	Pgls
ENSMUSG00000002210	3.61484409216812	14.1702403501906	-1.9708588985534	10.5553962580224	0.964073044859071	-10.7378151856828	3702	0.589141004862237	7	24099044	24122203	protein_coding	Smg9
ENSMUSG00000027163	50.7629921015704	14.5535385702332	1.80240713292493	36.2094535313372	0.963922191345772	36.2542852158319	1602	0.524968789013733	2	101716592	101731991	protein_coding	Commd9
ENSMUSG00000037243	2.09759831172168	9.4027128332645	-2.16433862797461	7.30511452154282	0.963803096466852	-7.61899336325992	1963	0.580743759551707	11	58197895	58205453	protein_coding	Zfp692
ENSMUSG00000049091	58.6335094456589	16.9568445491026	1.78985768241227	41.6766648965563	0.963797803361122	41.715081054975	2177	0.521359669269637	7	126871051	126873227	protein_coding	Sephs2
ENSMUSG00000087088	3.70364832065948	14.3918325861195	-1.95823129022565	10.68818426546	0.963750165409554	-10.8660918769558	9450	0.463809523809524	7	83246169	83281088	lncRNA	Gm16638
ENSMUSG00000047721	0.468120223500416	5.74298912884031	-3.61685083267211	5.27486890533989	0.963747518856689	-6.39576828178778	4398	0.528422010004547	7	126294573	126298970	protein_coding	Bola2
ENSMUSG00000023945	3.83014241690746	14.8023721053195	-1.95035844645436	10.9722296884121	0.963665475717877	-11.1442237237471	5644	0.400425230333097	17	54580618	54606062	protein_coding	Slc5a7
ENSMUSG00000114780	0.892643402252354	6.40219399642671	-2.84241053308724	5.50955059417436	0.963654889506418	-6.19955203126583	5766	0.456989247311828	13	107606303	107619218	lncRNA	AI197445
ENSMUSG00000035158	2.49208288769549	10.5046905859789	-2.07560970938027	8.01260769828342	0.963538441180363	-8.27707906161735	6196	0.435280826339574	6	97784013	97998310	protein_coding	Mitf
ENSMUSG00000100755	123.52756457729	36.5721863364918	1.75601422744048	86.955378240798	0.963501389440254	86.9731072859146	425	0.505882352941176	3	37768889	37769313	processed_pseudogene	Rps23-ps1
ENSMUSG00000097589	3.18794857848584	12.6209816696765	-1.98512386461503	9.43303309119065	0.963496096334524	-9.63964885550101	13239	0.400634489009744	14	61840265	61919822	lncRNA	Dleu2
ENSMUSG00000035021	1.15032420335512	6.9205033772477	-2.58883645650251	5.77017917389257	0.963421992854307	-6.32432145746404	7159	0.422964101131443	12	54939774	55061133	protein_coding	Baz1a
ENSMUSG00000041390	0.970213356717639	6.53998047369775	-2.75291238224814	5.56976711698011	0.963414053195713	-6.21295680990364	7427	0.422647098424667	6	15720660	15802168	protein_coding	Mdfic
ENSMUSG00000040152	5.93263181322403	0.639847653260704	3.21287190241395	5.29278415996332	0.96336376869128	6.19161610771208	6073	0.498765025522806	2	117942357	117957614	protein_coding	Thbs1
ENSMUSG00000087694	1.3173262523477	7.28142535321492	-2.4666081970915	5.96409910086722	0.963287018658198	-6.45404013645129	5470	0.423034734917733	2	113844083	113862773	lncRNA	A530058N18Rik
