control_mean	morphine_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	gene	mgi_symbol
ENSMUSG00000035342	6.79507658837972	0.28262767886487	4.58751514529859	6.51244890951485	0.974150435987287	7.966008160138	3608	0.61280487804878	19	45002853	45015550	protein_coding	ENSMUSG00000035342	Lzts2
ENSMUSG00000035984	8.49796753236535	35.3456036514541	-2.05634104447613	26.8476361190887	0.973992882948958	-26.9262716259454	1154	0.436741767764298	18	34695687	34712168	protein_coding	ENSMUSG00000035984	Nme5
ENSMUSG00000032245	8.46095912815702	1.25684552014517	2.75101387758147	7.20411360801185	0.973819031320457	7.71150635296291	2434	0.557518488085456	9	62746067	62759288	protein_coding	ENSMUSG00000032245	Cln6
ENSMUSG00000103624	0.324186926689243	6.74195481219471	-4.37826913936349	6.41776788550546	0.973541955287534	-7.76897581981872	3025	0.358677685950413	9	100759144	100762168	TEC	ENSMUSG00000103624	Gm3081
ENSMUSG00000092417	13.0477042740149	2.71346637930934	2.26558705041123	10.3342378947056	0.973251297096135	10.5796671756421	1879	0.571580627993614	17	35340431	35343790	protein_coding	ENSMUSG00000092417	Gpank1
ENSMUSG00000059288	19.4257500982335	4.41135989106205	2.13867493792901	15.0143902071715	0.973215983484095	15.1659435507103	4392	0.506147540983607	13	35843816	36058046	protein_coding	ENSMUSG00000059288	Cdyl
ENSMUSG00000102521	0.304743770427272	6.65448538602655	-4.44865846725489	6.34974161559928	0.973017683970337	-7.75304977045498	3218	0.340273461777502	1	123384963	123388180	TEC	ENSMUSG00000102521	Gm37781
ENSMUSG00000106049	1.37012288261958	8.54812992255214	-2.64130354519729	7.17800703993257	0.972680846440116	-7.64854688703634	2863	0.409360810338805	5	132463410	132466272	TEC	ENSMUSG00000106049	Gm43019
ENSMUSG00000046546	0.318915594547955	6.63232953069561	-4.37826913936349	6.31341393614765	0.972637383532991	-7.68299656292036	3075	0.577235772357723	16	30418541	30421615	protein_coding	ENSMUSG00000046546	Fam43a
ENSMUSG00000116305	1.5103758355654	8.97443929896105	-2.57091421730589	7.46406346339565	0.972629234237905	-7.89441849019568	4545	0.548074807480748	15	85537757	85591728	lncRNA	ENSMUSG00000116305	Lncppara
ENSMUSG00000037243	1.99829944622509	10.3894107523632	-2.37826913936349	8.39111130613813	0.972338576046505	-8.72163476942527	1963	0.580743759551707	11	58197895	58205453	protein_coding	ENSMUSG00000037243	Zfp692
ENSMUSG00000065304	377.737804209022	98.1953233294655	1.94365895552387	279.542480879557	0.972110395784098	279.549237928549	135	0.437037037037037	5	129866603	129866737	snoRNA	ENSMUSG00000065304	Gm23245
ENSMUSG00000043668	2.6299133132046	12.4578507983082	-2.2439680476519	9.82793748510363	0.972104962920707	-10.0808604697212	3356	0.509237187127533	8	90973668	91074971	protein_coding	ENSMUSG00000043668	Tox3
ENSMUSG00000043811	14.1685411200098	3.15702992366703	2.16605137686032	11.0115111963427	0.971743677505229	11.2225290106277	1938	0.627450980392157	16	17945506	17970272	protein_coding	ENSMUSG00000043811	Rtn4r
ENSMUSG00000044134	1.21973315078975	8.03262547327717	-2.71930605719856	6.81289232248742	0.971501915084345	-7.33553864624301	2412	0.62106135986733	5	121987047	121992695	protein_coding	ENSMUSG00000044134	Pheta1
ENSMUSG00000061758	6.65798327514542	0.509860332672225	3.70691124121035	6.1481229424732	0.971428571428571	7.17917869021081	3535	0.452899575671853	6	34361153	34373885	protein_coding	ENSMUSG00000061758	Akr1b10
ENSMUSG00000104963	1.10851407675391	7.6844059181948	-2.79330663864234	6.57589184144088	0.971067286013093	-7.14457244961601	2654	0.39939713639789	3	126931486	126934139	TEC	ENSMUSG00000104963	Gm42974
ENSMUSG00000085776	4.58714211336099	19.4200059888519	-2.08187613658327	14.8328638754909	0.970961345176976	-14.9782528686398	2993	0.435015035081858	6	50543623	50601379	lncRNA	ENSMUSG00000085776	5430402O13Rik
ENSMUSG00000025403	2.20799555247499	10.8236674031415	-2.29338024177698	8.61567185066648	0.970632656941841	-8.91568249612669	3109	0.558700546799614	10	127352992	127358313	protein_coding	ENSMUSG00000025403	Shmt2
ENSMUSG00000118555	2.70007008049273	12.3534441836883	-2.19384456822607	9.65337410319553	0.97041262597452	-9.89952451210568	1816	0.357929515418502	7	110716986	110718801	transcribed_processed_pseudogene	ENSMUSG00000118555	Gm55889
ENSMUSG00000106103	18.4763056406587	4.43356811019326	2.0591361729438	14.0427375304654	0.970328416591965	14.1929038300225	1380	0.434782608695652	5	108459236	108460615	TEC	ENSMUSG00000106103	Gm43081
ENSMUSG00000112039	3.50989782832842	15.3286571025293	-2.12673037236753	11.8187592742009	0.970241490777714	-12.0085824666469	1397	0.438797423049392	10	108534625	108536021	protein_coding	ENSMUSG00000112039	Brcc3dc
ENSMUSG00000065036	168.323174808986	45.6591342691544	1.88225841085972	122.664040539831	0.970078504875995	122.678481154124	134	0.5	6	131357236	131357369	snoRNA	ENSMUSG00000065036	Gm22362
ENSMUSG00000061013	6.22644732212674	0.24901603549315	4.64409867366496	5.97743128663359	0.970064922717518	7.56950046417613	4095	0.495482295482295	18	6934518	7004780	protein_coding	ENSMUSG00000061013	Mkx
ENSMUSG00000053801	11.4418915302086	2.47865985742452	2.20669336135766	8.96323167278406	0.969937250427838	9.23087306873296	2057	0.542051531356344	7	45474647	45480368	protein_coding	ENSMUSG00000053801	Grwd1
ENSMUSG00000035372	22.9419821046035	5.63860852806374	2.02457895090744	17.3033735765398	0.969918235405971	17.4214137502601	2351	0.552530837941302	19	3758293	3767881	protein_coding	ENSMUSG00000035372	1810055G02Rik
ENSMUSG00000081344	131.902370902948	35.7796724682263	1.88225841085972	96.1226984347217	0.96970363730204	96.1411257012196	171	0.584795321637427	2	172351441	172351611	processed_pseudogene	ENSMUSG00000081344	Gm14303
ENSMUSG00000032554	6.20300437287174	24.8787270761748	-2.003873624582	18.6757227033031	0.969654741531524	-18.7829211783994	3320	0.481024096385542	9	103081200	103107643	protein_coding	ENSMUSG00000032554	Trf
ENSMUSG00000100017	2.56584367670058	11.7393273875342	-2.19384456822607	9.17348371083364	0.969518919946758	-9.43216610235767	1911	0.54421768707483	14	57049446	57051356	lncRNA	ENSMUSG00000100017	2410022M11Rik
ENSMUSG00000037151	1.52466643848719	8.56108767546646	-2.48930045175224	7.03642123697927	0.969434710564203	-7.46376852289155	3216	0.545398009950249	10	61311580	61418570	protein_coding	ENSMUSG00000037151	Lrrc20
ENSMUSG00000105742	1.25672633904523	7.84065441102097	-2.64130354519729	6.58392807197574	0.969393964088773	-7.09398289219969	2341	0.483554036736437	5	122303660	122306000	TEC	ENSMUSG00000105742	Gm42748
ENSMUSG00000041396	3.24079792873417	14.1534262870016	-2.12673037236753	10.9126283582674	0.969233694618749	-11.1179332504928	1513	0.449438202247191	1	163822458	163824812	protein_coding	ENSMUSG00000041396	Mettl18
ENSMUSG00000103839	20.5629431673362	5.05389578706742	2.02457895090744	15.5090473802688	0.969201097438405	15.6406352355612	2623	0.343499809378574	1	58422671	58425293	TEC	ENSMUSG00000103839	Gm37607
ENSMUSG00000118239	8.11425315915453	31.9416047655176	-1.97690657698173	23.8273516063631	0.96919838100671	-23.9092209029773	1692	0.433806146572104	17	31786137	31787828	lncRNA	ENSMUSG00000118239	Gm50107
ENSMUSG00000108359	17.4203894514047	4.26215534104263	2.03112179677421	13.1582341103621	0.969078858012115	13.3140745324798	957	0.359456635318704	7	116009082	116010038	TEC	ENSMUSG00000108359	C430039J01Rik
ENSMUSG00000102623	1.60043321621373	8.73689676549712	-2.44865846725489	7.13646354928339	0.969073425148725	-7.54486847330751	2451	0.433700530395757	6	40075656	40078106	TEC	ENSMUSG00000102623	Gm37673
ENSMUSG00000071711	9.60988078298375	1.90335168519729	2.33597637830263	7.70652909778646	0.968978350039388	8.05278687008524	2143	0.583294447036864	15	78290616	78298213	protein_coding	ENSMUSG00000071711	Mpst
ENSMUSG00000036992	21.9683121244391	5.48236916851855	2.00255264457744	16.4859429559205	0.968888707793442	16.6071229368657	1116	0.532258064516129	2	148514521	148517947	protein_coding	ENSMUSG00000036992	Nxt1
ENSMUSG00000111947	15.7682756859054	3.78375014970111	2.0591361729438	11.9845255362043	0.968766468367153	12.1601354477102	1617	0.457019171304886	10	127917223	127918839	lncRNA	ENSMUSG00000111947	Gm47438
ENSMUSG00000071181	1.41656173599767	8.20658397615219	-2.53438834128078	6.79002224015452	0.968725721891723	-7.24758761838813	4846	0.446553858852662	13	107159061	107192005	lncRNA	ENSMUSG00000071181	3830408C21Rik
ENSMUSG00000103133	30.8227114871797	7.84903655172123	1.97340629891792	22.9736749354584	0.968723005460028	23.0582755743078	1559	0.357280307889673	9	72262357	72263915	TEC	ENSMUSG00000103133	Gm37303
ENSMUSG00000087380	1.85140380551733	9.38503975184272	-2.34174326333838	7.53363594632539	0.968282943525385	-7.88919717608558	8475	0.466666666666667	6	31197244	31346635	lncRNA	ENSMUSG00000087380	2210408F21Rik
ENSMUSG00002075486	231.793652582809	64.8913150673741	1.83674375160736	166.902337515435	0.968014016787548	166.912443801309	110	0.318181818181818	17	21504365	21504474	miRNA	ENSMUSG00002075486	Gm55632
ENSMUSG00000106565	14.2954147701889	53.5130378314871	-1.90433795103108	39.2176230612982	0.967956971721946	-39.2638314687933	343	0.393586005830904	3	104541631	104541973	processed_pseudogene	ENSMUSG00000106565	Gm43582
ENSMUSG00000103046	2.99165788052154	13.0653654498069	-2.12673037236753	10.0737075692853	0.967954255290251	-10.2957547692351	1639	0.454545454545455	1	39031759	39033397	TEC	ENSMUSG00000103046	Gm37309
ENSMUSG00000109724	1.70946912243166	8.88774548527992	-2.37826913936349	7.17827636284826	0.967891777361258	-7.56199812487909	3442	0.413422428820453	7	12529650	12533091	transcribed_processed_pseudogene	ENSMUSG00000109724	Gm18194
ENSMUSG00000107230	3.51492993991025	14.6196511160495	-2.05634104447613	11.1047211761392	0.967832015863961	-11.2935101226763	1395	0.490322580645161	6	85938605	85978908	lncRNA	ENSMUSG00000107230	Gm19265
ENSMUSG00000104672	2.95559208328801	12.9078565233475	-2.12673037236753	9.95226444005945	0.967783120093445	-10.1769617058149	1659	0.323086196503918	5	14854915	14856573	TEC	ENSMUSG00000104672	Gm43665
ENSMUSG00000105985	3.3469810690613	14.1995232580387	-2.0849101966729	10.8525421889774	0.967688044984109	-11.0509964479103	7325	0.392081911262799	5	132044449	132051773	TEC	ENSMUSG00000105985	Gm42993
ENSMUSG00000038605	11.2167617200077	2.4993153562364	2.16605137686032	8.71744636377133	0.967554939831038	8.98251911617384	2448	0.544117647058824	2	181237011	181241005	protein_coding	ENSMUSG00000038605	Samd10
ENSMUSG00000075702	11.9189589184533	44.7547894985748	-1.90878385606227	32.8358305801215	0.967546790535952	-32.8912636682692	1481	0.573936529372046	11	3464684	3467351	protein_coding	ENSMUSG00000075702	Selenom
ENSMUSG00000106386	2.55581301338275	11.4276749048244	-2.16067770429087	8.87186189144168	0.967351207453889	-9.13118073211974	3837	0.415428720354444	5	132000889	132004725	TEC	ENSMUSG00000106386	Gm42991
ENSMUSG00000112822	11.5740420318002	2.60215799768919	2.15311232115282	8.971884034111	0.967324043136935	9.22662429001181	3135	0.385007974481659	10	115230655	115233789	TEC	ENSMUSG00000112822	A130012E19Rik
ENSMUSG00000000552	3.11941297251677	13.3800325870246	-2.10073516383459	10.2606196145078	0.967046967104012	-10.4734618489873	2515	0.565009940357853	15	103222322	103248520	protein_coding	ENSMUSG00000000552	Zfp385a
ENSMUSG00000046805	5.88308762900531	0.235283956009333	4.64409867366496	5.64780367299597	0.967036101377231	7.31199964574968	4334	0.457083525611444	19	12438143	12442647	protein_coding	ENSMUSG00000046805	Mpeg1
ENSMUSG00000051246	6.4139909161667	0.70204520849876	3.19158646896745	5.71194570766794	0.966761741776003	6.54312982877784	2905	0.535972461273666	5	35065356	35081183	protein_coding	ENSMUSG00000051246	Msantd1
ENSMUSG00000040452	11.9764060109583	2.74944509291921	2.12298265496843	9.22696091803908	0.966245619753891	9.46804431423498	6305	0.390166534496431	15	20449351	21589619	protein_coding	ENSMUSG00000040452	Cdh12
ENSMUSG00000015396	4.57542202131397	18.2376168763004	-1.99494049981199	13.6621948549864	0.966218455436938	-13.8070762963565	2572	0.523716951788491	13	43938251	43956608	protein_coding	ENSMUSG00000015396	Cd83
ENSMUSG00000042831	1.25605565576044	7.5099504652329	-2.57990300053314	6.25389480947246	0.966126096759297	-6.76513856325992	3123	0.522574447646494	7	30008142	30013729	protein_coding	ENSMUSG00000042831	Alkbh6
ENSMUSG00000102349	12.9889464004631	47.2718189232526	-1.86369596653374	34.2828725227896	0.966066335262	-34.3334925556593	453	0.437086092715232	19	5851969	5852421	TEC	ENSMUSG00000102349	Gm37376
ENSMUSG00000026798	8.9439920712809	1.80003647898402	2.31289276518959	7.14395559229688	0.965667019802787	7.50903285703134	3399	0.520741394527802	2	29677505	29687947	protein_coding	ENSMUSG00000026798	Coq4
ENSMUSG00000115837	0.627425114033884	6.19791831143459	-3.30426855791972	5.57049319740071	0.965618124032271	-6.47677274305224	3126	0.421305182341651	15	35787300	35790425	TEC	ENSMUSG00000115837	9130002K18Rik
ENSMUSG00000113505	1.97475926950254	9.44566061333964	-2.25797490564578	7.4709013438371	0.965585526851927	-7.80466639670608	2483	0.424083769633508	13	69143656	69146138	TEC	ENSMUSG00000113505	Gm48593
ENSMUSG00000108867	7.27496627028903	27.2328961071218	-1.90433795103108	19.9579298368328	0.965425257381903	-20.0485776653526	674	0.449554896142433	7	60572670	60611133	lncRNA	ENSMUSG00000108867	Gm44643
ENSMUSG00000067719	126.946984237535	36.3007356595111	1.80615543177393	90.6462485780243	0.965042240512862	90.664240904078	309	0.485436893203884	5	24786552	24786860	processed_pseudogene	ENSMUSG00000067719	Gm10221
ENSMUSG00000074158	1.76696478060353	8.77837609806033	-2.31268079773592	7.01141131745679	0.965017792627604	-7.38297915036861	4995	0.431431431431431	7	42258950	42292012	protein_coding	ENSMUSG00000074158	Zfp976
ENSMUSG00000023048	24.4852449911418	6.52830131462516	1.90713307949875	17.9569436765166	0.964928150381659	18.0579340674538	1562	0.508322663252241	15	102367463	102371241	protein_coding	ENSMUSG00000023048	Prr13
ENSMUSG00000063804	7.35634316822696	1.23738856246982	2.57169017813691	6.11895460575713	0.964906418928096	6.63740881968576	9065	0.380253723110866	10	45252716	45362491	protein_coding	ENSMUSG00000063804	Lin28b
ENSMUSG00000086171	1.32105808698019	7.55518229824132	-2.51577266311343	6.23412421126113	0.964895553201315	-6.72260490984715	4454	0.482263134261338	2	143377396	143389757	lncRNA	ENSMUSG00000086171	Pcsk2os1
ENSMUSG00000028743	15.8612928855627	3.98106227407203	1.99428502859384	11.8802306114906	0.964819493113846	12.0464539245984	1793	0.590630228667038	4	139038055	139045737	protein_coding	ENSMUSG00000028743	Akr7a5
ENSMUSG00000022184	5.74889371705888	21.9187636908431	-1.93081016239227	16.1698699737842	0.964721701572814	-16.2847389556076	2047	0.440644846116268	15	3994927	4009055	protein_coding	ENSMUSG00000022184	Fbxo4
ENSMUSG00000064724	45.2614824569982	156.880102360685	-1.79330663864234	111.618619903686	0.964575014261266	-111.633024942907	130	0.469230769230769	6	97524399	97524528	snoRNA	ENSMUSG00000064724	Gm25852
ENSMUSG00000105877	6.50884150377187	24.0642044919044	-1.88641604303382	17.5553629881325	0.964531551354141	-17.6564247551	1356	0.331120943952802	5	58082962	58084317	TEC	ENSMUSG00000105877	Gm42479
ENSMUSG00000093803	9.70138419323157	2.14632848946422	2.17631971231414	7.55505570376735	0.964420177654633	7.86226647839125	4751	0.551883813933909	9	124195827	124204759	protein_coding	ENSMUSG00000093803	Ppp2r3d
ENSMUSG00000040693	8.99143141719096	1.86990342055828	2.26558705041123	7.12152799663268	0.964333251840382	7.47322190824106	4908	0.3920130399348	1	96743995	96799896	protein_coding	ENSMUSG00000040693	Slco4c1
ENSMUSG00000022555	0.962695143882488	6.67356456377258	-2.79330663864234	5.71086941989009	0.964322386113601	-6.35740446318457	3056	0.558573298429319	15	76386215	76396153	protein_coding	ENSMUSG00000022555	Dgat1
ENSMUSG00000037262	28.1833473363713	7.77499627535357	1.85792908149798	20.4083510610177	0.964088772987803	20.4927473390373	1705	0.442228739002933	2	10085404	10097617	protein_coding	ENSMUSG00000037262	Kin
ENSMUSG00000026811	11.6091237454606	2.75313990643361	2.07610925154752	8.85598383902699	0.964069757965936	9.09608044057815	4815	0.542471443406023	2	32489721	32510818	protein_coding	ENSMUSG00000026811	St6galnac6
ENSMUSG00000048949	8.91919466334662	1.85488070094488	2.26558705041123	7.06431396240174	0.964058892239155	7.4187206742386	2199	0.479308776716689	X	102206716	102209013	processed_pseudogene	ENSMUSG00000048949	Gm6206
ENSMUSG00000091931	21.454219513256	5.75706797653888	1.89785526591074	15.6971515367172	0.963923070654388	15.8114648586716	1417	0.466478475652788	12	102719534	102724062	protein_coding	ENSMUSG00000091931	Gon7
ENSMUSG00000036880	5.82189253239753	21.5244467618881	-1.88641604303382	15.7025542294906	0.963822562681661	-15.8154599938639	1516	0.528364116094987	18	74912268	74939279	protein_coding	ENSMUSG00000036880	Acaa2
ENSMUSG00000030317	0.166383687348992	5.53631850882633	-5.05634104447613	5.36993482147734	0.96372477114063	-7.37582434341876	5894	0.4660671869698	6	115218853	115229166	protein_coding	ENSMUSG00000030317	Timp4
ENSMUSG00000120335	3.74299791311054	14.7898417111027	-1.98234046303236	11.0468437979922	0.963526471626871	-11.2232986064086	1310	0.495419847328244	10	7539086	7540395	lncRNA	ENSMUSG00000120335	
ENSMUSG00000109568	5.53601465535865	20.5588843819445	-1.89284231219325	15.0228697265859	0.963512889468394	-15.1416467677991	1240	0.425806451612903	8	8687966	8689205	TEC	ENSMUSG00000109568	Gm45074
ENSMUSG00000051062	50.2403459075795	14.2475941265692	1.81812807344001	35.9927517810104	0.963496590878222	36.0386427388832	1503	0.626081170991351	11	35688209	35689711	protein_coding	ENSMUSG00000051062	Fbll1
ENSMUSG00000036968	2.45268558541466	10.6265179798296	-2.1152347335297	8.17383239441495	0.963279276342596	-8.44308912602003	2399	0.479366402667778	5	138185747	138192180	protein_coding	ENSMUSG00000036968	Cnpy4
ENSMUSG00000027935	1.7055051360608	8.42377940936719	-2.30426855791972	6.71827427330639	0.963252112025643	-7.10245470231158	2300	0.485217391304348	3	90121002	90133692	protein_coding	ENSMUSG00000027935	Rab13
ENSMUSG00000035551	7.24183719311971	1.25504081888548	2.52862145624502	5.98679637423424	0.963208649118518	6.49889662139097	3250	0.54	4	45809468	45826923	protein_coding	ENSMUSG00000035551	Igfbpl1
ENSMUSG00000113288	3.77179020474985	14.8164541118424	-1.97387888428416	11.0446639070926	0.963178768369869	-11.2196612547107	2340	0.337606837606838	12	66502877	66505216	TEC	ENSMUSG00000113288	Gm47982
ENSMUSG00000051022	4.83736322223523	18.2909536384655	-1.9188375207262	13.4535904162302	0.963129872599353	-13.5897399724435	2230	0.357847533632287	5	39771278	39912818	protein_coding	ENSMUSG00000051022	Hs3st1
ENSMUSG00000106951	1.7187426571469	8.4253334893257	-2.29338024177698	6.70659083217879	0.963042946785103	-7.08787369551953	3994	0.468202303455183	5	148926866	148932033	lncRNA	ENSMUSG00000106951	5930430L01Rik
ENSMUSG00000097068	5.82295211789801	0.509860332672225	3.51357675032612	5.31309178522578	0.962749572162008	6.36978538874474	4884	0.417485667485668	15	92242208	92275984	lncRNA	ENSMUSG00000097068	Gm26760
ENSMUSG00000036353	18.1034078169848	4.80622465991099	1.91328530648035	13.2971831570738	0.962714258549969	13.4341259699602	2546	0.410054988216811	3	59123693	59170292	protein_coding	ENSMUSG00000036353	P2ry12
ENSMUSG00000064325	0.216100805031944	5.50532311611701	-4.67105088859134	5.28922231108507	0.962676228506234	-7.05652811656625	9076	0.411965623622741	8	80692480	80784635	protein_coding	ENSMUSG00000064325	Hhip
ENSMUSG00000086075	0.824781710037814	6.28927800324583	-2.93081016239227	5.46449629320802	0.962659929916062	-6.2008360683432	3567	0.486122792262405	5	117527198	117531563	lncRNA	ENSMUSG00000086075	Gm15728
ENSMUSG00000034639	5.00056038476751	18.4878534226756	-1.88641604303382	13.4872930379081	0.962594735555374	-13.6185769806474	1765	0.469688385269122	6	108042006	108054083	protein_coding	ENSMUSG00000034639	Setmar
ENSMUSG00000107707	13.8493439932308	48.6887473029293	-1.81377074120205	34.8394033096985	0.962581153396898	-34.8865846318821	1487	0.324142568930733	6	77563978	77565464	TEC	ENSMUSG00000107707	Gm44286
ENSMUSG00000102157	3.50488010448521	13.8489582855929	-1.98234046303236	10.3440781811077	0.96246977969739	-10.5323134746477	2798	0.376697641172266	1	138957923	138960720	TEC	ENSMUSG00000102157	Gm37470
ENSMUSG00000002825	12.4260701119483	3.10102584494004	2.00255264457744	9.32504426700828	0.962420883926874	9.53764476566243	1973	0.5727318803852	9	21323133	21331570	protein_coding	ENSMUSG00000002825	Qtrt1
ENSMUSG00000029119	4.7254287712569	17.6312246558989	-1.89961554078868	12.905795884642	0.962312226659061	-13.0448498120465	3528	0.534863945578231	5	36964265	36987997	protein_coding	ENSMUSG00000029119	Man2b2
ENSMUSG00000029557	4.75721287085567	17.6666781937708	-1.89284231219325	12.9094653229151	0.962211718686334	-13.0474958111653	1443	0.546777546777547	5	140313429	140317653	protein_coding	ENSMUSG00000029557	Mrm2
ENSMUSG00000110529	2.11155280610419	9.40991078447662	-2.15587671802705	7.29835797837242	0.962051449216309	-7.61011390215702	3251	0.459550907413104	8	72737747	72740997	TEC	ENSMUSG00000110529	Gm45694
ENSMUSG00000120995	4.63985006599846	17.230832466111	-1.89284231219325	12.5909824001125	0.961921060494934	-12.7324659755592	2959	0.380196012166272	17	17225327	17261817	lncRNA	ENSMUSG00000120995	
ENSMUSG00000117333	15.3528838079837	3.9910789250272	1.94365895552387	11.3618048829565	0.961866731861027	11.5268564810083	1533	0.36986301369863	17	22996191	23026710	processed_pseudogene	ENSMUSG00000117333	Gm16386
ENSMUSG00000075334	3.35844333299644	13.2703374257154	-1.98234046303236	9.911894092719	0.961855866134246	-10.1081807570231	1460	0.561643835616438	2	53974105	53975564	protein_coding	ENSMUSG00000075334	Rprm
ENSMUSG00000061360	11.3188533383537	39.5459537806712	-1.80480227748017	28.2271004423175	0.961527177899112	-28.2847398899385	2166	0.472760849492151	15	81748721	81756112	protein_coding	ENSMUSG00000061360	Phf5a
ENSMUSG00000103967	6.94803458769709	24.7705424780028	-1.83394862313968	17.8225078903057	0.961198489663977	-17.9166167300728	988	0.388663967611336	9	88562992	88563979	TEC	ENSMUSG00000103967	Gm38214
ENSMUSG00000112153	3.95429618239904	14.9519159141415	-1.9188375207262	10.9976197317424	0.96092413006275	-11.1637617851223	2728	0.392961876832845	10	90564822	90572192	lncRNA	ENSMUSG00000112153	Gm47591
ENSMUSG00000120403	14.3162839888315	3.72160826768047	1.94365895552387	10.5946757211511	0.960902398609187	10.7714884659334	1370	0.424087591240876	1	4855991	4857360	lncRNA	ENSMUSG00000120403	
ENSMUSG00000027882	14.5079720609667	3.81917852188932	1.92551160881361	10.6887935390773	0.960655203324912	10.8608426135681	5340	0.449625468164794	3	108700492	108747842	protein_coding	ENSMUSG00000027882	Stxbp3
ENSMUSG00000102553	0.989571597613482	6.43113436771222	-2.70019723425086	5.44156277009874	0.960380843723685	-6.07467451677706	3964	0.369828456104945	2	14020897	14024860	TEC	ENSMUSG00000102553	D930036K23Rik
ENSMUSG00000077733	38.3072442669907	127.465083168056	-1.73441294958877	89.1578389010655	0.960272186455872	-89.1747073210114	128	0.4921875	2	10080464	10080591	snoRNA	ENSMUSG00000077733	Gm23608
ENSMUSG00000107706	2.34825030245984	9.9549079504984	-2.08382178089824	7.60665764803856	0.960130932007715	-7.88692296076292	5429	0.406520537852275	6	148287399	148292827	TEC	ENSMUSG00000107706	Gm44022
ENSMUSG00000108494	9.64062160471289	2.22768031751928	2.11358395696618	7.41294128719361	0.960030424034988	7.70836789927184	1831	0.46805024576734	7	79760552	79762382	TEC	ENSMUSG00000108494	Gm45203
ENSMUSG00000110558	2.41305475697579	10.0366207218942	-2.05634104447613	7.6235659649184	0.960027707603292	-7.89603042754138	4064	0.514517716535433	8	73171253	73175316	TEC	ENSMUSG00000110558	Gm45779
ENSMUSG00000048503	13.9781828158141	3.70496608425876	1.91564457935427	10.2732167315554	0.959840273816315	10.4502955062486	3578	0.479597540525433	9	43019945	43027865	protein_coding	ENSMUSG00000048503	Tlcd5
ENSMUSG00000054304	7.16765447547148	25.0695445965081	-1.80636279146778	17.9018901210366	0.959799527340885	-17.9927934584952	1505	0.459136212624585	4	123795922	123797427	pseudogene	ENSMUSG00000054304	D130007C19Rik
ENSMUSG00000023330	4.35851312548872	15.8623214609137	-1.86369596653374	11.5038083354249	0.959579496373564	-11.6537963288306	1350	0.453333333333333	2	125994061	126007199	protein_coding	ENSMUSG00000023330	Dtwd1
ENSMUSG00000106265	3.32590027744415	12.8453184587964	-1.94942584055962	9.51941818135221	0.959549615624915	-9.71697399498941	2064	0.384205426356589	5	8377332	8379395	TEC	ENSMUSG00000106265	Gm42490
ENSMUSG00000106384	4.99412962295582	17.9395302236523	-1.84483693928242	12.9454006006965	0.959527884171352	-13.0761928727384	2160	0.424537037037037	5	132526517	132528676	TEC	ENSMUSG00000106384	Gm43188
ENSMUSG00000026321	5.40537163132683	0.340644952511926	3.98805307488232	5.0647266788149	0.959492570559313	6.44639617609543	5987	0.473860030065141	1	105708443	105775709	protein_coding	ENSMUSG00000026321	Tnfrsf11a
ENSMUSG00000106341	14.1201249652967	3.78902244438253	1.89785526591074	10.3311025209142	0.959476271969141	10.5039770519544	2153	0.352066883418486	3	105690191	105692343	lncRNA	ENSMUSG00000106341	Gm43330
ENSMUSG00000021943	1.69404780789149	8.02467318217321	-2.2439680476519	6.33062537428172	0.959381196859805	-6.71656238178298	5210	0.517850287907869	14	33645544	33659940	protein_coding	ENSMUSG00000021943	Gdf10
ENSMUSG00000002014	15.520867961406	4.28177281959879	1.85792908149798	11.2390951418073	0.959321435362508	11.3916267529476	3096	0.521963824289406	X	72830634	72834436	protein_coding	ENSMUSG00000002014	Ssr4
ENSMUSG00000108920	3.88732251732777	14.3312093507869	-1.88231164470108	10.4438868334591	0.959223643821476	-10.6121566760898	2775	0.347747747747748	7	90989224	90991998	TEC	ENSMUSG00000108920	Gm44678
ENSMUSG00000108460	2.01059037054836	8.88531589485169	-2.14380388572647	6.87472552430333	0.958922119903295	-7.20123226503378	3902	0.483085597129677	7	78948773	78952674	TEC	ENSMUSG00000108460	Gm39041
ENSMUSG00000033083	3.5772059263391	13.4173771755849	-1.90719760517032	9.84017124924576	0.958886806291256	-10.0232915212344	7676	0.447368421052632	14	101679796	101846627	protein_coding	ENSMUSG00000033083	Tbc1d4
ENSMUSG00000078572	7.05514714557526	24.4537329818813	-1.79330663864234	17.398585836306	0.958848776247521	-17.4907614986743	834	0.558752997601918	11	119989754	119991531	protein_coding	ENSMUSG00000078572	Ndufaf8
ENSMUSG00000110195	1.43535356628958	7.29674894700858	-2.34584766167112	5.861395380719	0.958604297394942	-6.31339505027856	6149	0.548544478777037	7	101070898	101162034	protein_coding	ENSMUSG00000110195	Pde2a
ENSMUSG00000033233	0.980665453234961	6.28827743629077	-2.68083190938393	5.30761198305581	0.958430445766441	-5.94622608795265	6000	0.521666666666667	3	100829518	100844236	protein_coding	ENSMUSG00000033233	Trim45
ENSMUSG00000112944	0.503292508716942	5.49503052918487	-3.44865846725489	4.99173802046793	0.958221280525901	-6.0671816924132	3897	0.357197844495766	13	32279262	32283158	TEC	ENSMUSG00000112944	Gm48885
