dStr_mean	NAc_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000120906	8.13456338847011	31.900017502636	-1.97142039714486	23.7654541141659	0.970016358962374	-23.8470817425279	1788	0.432326621923937	9	123356884	123358671	lncRNA	
ENSMUSG00000019892	0.644378944181138	6.29597996898207	-3.28844969261938	5.65160102480093	0.969974812391265	-6.53869218761821	6449	0.341293223755621	10	102881892	103072183	protein_coding	Lrriq1
ENSMUSG00000099150	49.8512453337831	12.9887315482935	1.9403689978765	36.8625137854896	0.969754096232245	36.9135470313181	521	0.479846449136276	4	24430370	24430890	lncRNA	Gm27243
ENSMUSG00000070167	49.1371599276505	182.895382071916	-1.89613226984062	133.758222144266	0.96971514632183	-133.771661082531	148	0.621621621621622	19	8865902	8866049	snoRNA	Snora57
ENSMUSG00000046841	2.01793451490328	9.70175291293936	-2.26536607950634	7.68381839803607	0.969683986393498	-8.01080199781368	3089	0.557785691162188	10	84362169	84369926	protein_coding	Ckap4
ENSMUSG00000112067	26.3720757238072	6.69276508021407	1.97833684807552	19.6793106435931	0.969533380073226	19.7785005521523	1300	0.416923076923077	12	95700884	95702183	TEC	Gm48015
ENSMUSG00000036699	40.5535507874068	150.945988261358	-1.89613226984062	110.392437473951	0.969489236841422	-110.408720529789	2280	0.491228070175439	X	35459557	35462811	protein_coding	Zcchc12
ENSMUSG00000050822	2.17798732233971	10.1334668114119	-2.21806036472798	7.95547948907223	0.969447690270312	-8.25890099726509	2862	0.600978336827393	5	142678267	142708245	protein_coding	Slc29a4
ENSMUSG00000032511	1.06687580725746	7.05966396209	-2.72620726839831	5.99278815483254	0.969362000467399	-6.58374634527857	8764	0.536741214057508	9	119312474	119408082	protein_coding	Scn5a
ENSMUSG00000032834	12.0739922195304	2.74639981195653	2.13628920785176	9.32759240757389	0.969343823842538	9.56910192763218	3872	0.541322314049587	10	78006743	78020983	protein_coding	Pwp2
ENSMUSG00000065778	1395.77398232872	5091.95104067177	-1.86715320286885	3696.17705834305	0.969112721040742	-3696.17752994666	131	0.580152671755725	4	123186945	123187075	snoRNA	Gm22154
ENSMUSG00000040703	11.9921622736116	2.74083804644022	2.12940282226652	9.25132422717142	0.969032224559217	9.4932268663361	4938	0.530579181855002	7	25501900	25516338	protein_coding	Cyp2s1
ENSMUSG00000013367	20.60366039028	5.16180712178558	1.99695252624287	15.4418532684944	0.96892056814936	15.5704416044561	2622	0.541571319603356	7	43122328	43139499	protein_coding	Iglon5
ENSMUSG00000032718	9.61944400700037	2.03437023107891	2.24137125390932	7.58507377592145	0.968650515437148	7.90930396963111	2376	0.468434343434343	6	134586170	134609451	protein_coding	Mansc1
ENSMUSG00000065557	187.886161668645	51.4219539259946	1.86940247652236	136.464207742651	0.968567422294929	136.47701147244	94	0.468085106382979	16	77396545	77396638	miRNA	Mirlet7c-1
ENSMUSG00000025731	2.94139284472265	12.5905169182333	-2.09776613101027	9.64912407351069	0.96848432915271	-9.87452369111631	1766	0.549263873159683	17	26094048	26096143	protein_coding	Mettl26
ENSMUSG00000066705	5.81804210211563	22.8324994349754	-1.97248315597073	17.0144573328597	0.968468749188544	-17.1284105547565	4107	0.519113708302897	9	45281483	45307457	protein_coding	Fxyd6
ENSMUSG00000026834	68.4251798414438	18.3109084320201	1.90182395421474	50.1142714094237	0.968183116512165	50.1503452954235	9292	0.427894963409384	2	58157465	58247907	protein_coding	Acvr1c
ENSMUSG00000006941	12.0050661207365	45.5438532372098	-1.92361300626273	33.5387871164734	0.968102620030641	-33.5939061176575	1125	0.537777777777778	9	120321298	120324396	protein_coding	Eif1b
ENSMUSG00000037892	3.29133417757225	13.6920774821955	-2.05659694203386	10.4007433046233	0.968079250084391	-10.6021248941261	5366	0.44278792396571	3	49697745	49711774	protein_coding	Pcdh18
ENSMUSG00000097055	4.10043038403891	16.6498640914308	-2.02166315192448	12.5494337073919	0.96796499701384	-12.7112315798302	2787	0.493003229278794	12	21467324	21471065	lncRNA	Gm4419
ENSMUSG00000030123	30.024365159776	7.81224918431903	1.94232386950473	22.2121159754569	0.967957207031757	22.2968768692209	7301	0.574989727434598	6	115931772	115971966	protein_coding	Plxnd1
ENSMUSG00000102659	43.627605710427	11.5243132721709	1.92056051679632	32.1032924382561	0.967936433746202	32.1606893283535	3691	0.380655648875643	1	25794424	25798114	TEC	Gm37077
ENSMUSG00000121179	65.1621696846659	235.979054001153	-1.85655226186593	170.816884316488	0.967902677157176	-170.826973145032	3093	0.35758163595215	6	30782687	30785779	lncRNA	
ENSMUSG00000085767	2.47651955364968	10.946318201648	-2.1440597832842	8.46979864799829	0.967645607748436	-8.73696065528112	1678	0.551251489868892	2	26271538	26279030	lncRNA	Gm13563
ENSMUSG00000063383	9.40508313776359	2.01963663051957	2.21934494757932	7.38544650724402	0.967437874892888	7.71169968993274	2872	0.402506963788301	17	22363340	22385171	protein_coding	Zfp947
ENSMUSG00000106753	11.7114132767238	2.72446989330775	2.10386773015938	8.98694338341604	0.967372958375529	9.22991932807277	2129	0.345702207609206	5	69420928	69423056	TEC	Gm43230
ENSMUSG00000064325	35.2557498290943	9.37334514931308	1.91122265221699	25.8824046797813	0.967058762431513	25.9528735217184	9076	0.411965623622741	8	80692480	80784635	protein_coding	Hhip
ENSMUSG00000106337	34.7008164178909	9.22580659394805	1.91122265221699	25.4750098239428	0.967001635896237	25.5466024660097	1467	0.366734832992502	5	58087092	58088558	TEC	Gm42478
ENSMUSG00000074517	0.523243491692792	5.84275638665545	-3.48109477056177	5.31951289496265	0.966876996182909	-6.35729802992643	3971	0.54973558297658	3	83032583	83036553	lncRNA	Gm10710
ENSMUSG00000064851	137.602642749144	38.4132212109417	1.84083332432559	99.1894215382026	0.966747163148191	99.2065018656096	151	0.47682119205298	5	7227706	7227856	snRNA	Gm24525
ENSMUSG00000062393	1.05888643420159	6.7741496189933	-2.67749198336528	5.71526318479171	0.966542026953338	-6.31135457666742	7849	0.474455344629889	X	6690410	6814602	protein_coding	Dgkk
ENSMUSG00000022853	7.31865112642631	1.29719253110862	2.49618515293814	6.02145859531769	0.966471917114591	6.51835132014792	2981	0.461590070446159	16	21580037	21606557	protein_coding	Ehhadh
ENSMUSG00000076439	17.6808090551204	4.53865133243521	1.96184872528695	13.1421577226852	0.96645374048973	13.2877823593271	1704	0.464788732394366	17	37321635	37334290	protein_coding	Mog
ENSMUSG00000033308	2.33881123988302	10.337641795568	-2.1440597832842	7.99883055568501	0.966409597257926	-8.28120055383619	8884	0.407924358397118	3	118355778	119226573	protein_coding	Dpyd
ENSMUSG00000106166	9.57752219268893	2.10652456243934	2.18478772554295	7.47099763024959	0.966279764223209	7.78390024325069	5966	0.344787127053302	3	37542976	37548941	TEC	Gm43484
ENSMUSG00000021376	6.20744132553853	0.787669256226534	2.97833684807552	5.419772069312	0.966233024330711	6.1842072785361	3682	0.480445410103205	13	47175958	47198213	protein_coding	Tpmt
ENSMUSG00000011589	3.33381452950193	13.5722606030102	-2.02541528678558	10.2384460735083	0.966191477759601	-10.4368618408065	2493	0.583634175691937	17	56293509	56303881	protein_coding	Fsd1
ENSMUSG00000033006	10.8963613530624	2.53486131447709	2.10386773015938	8.36150003858527	0.966007114850303	8.62211936366387	3051	0.606358570960341	15	79039108	79049440	protein_coding	Sox10
ENSMUSG00000038530	531.857755026171	150.72043590368	1.81916540702759	381.137319122491	0.965955181636416	381.141660528809	3098	0.446739832149774	1	169569046	169575211	protein_coding	Rgs4
ENSMUSG00000030534	2.69377688700788	11.4191996791002	-2.08375927301639	8.72542279209228	0.965817558619615	-8.97078901817701	3471	0.518294439642754	7	79919397	79941502	protein_coding	Vps33b
ENSMUSG00000021552	3.23925154159167	13.2291505232786	-2.02998801657541	9.98989898168691	0.965807171976838	-10.1940636162302	5773	0.401870777758531	13	58381160	58423513	protein_coding	Gkap1
ENSMUSG00000024082	6.82121008089892	25.6654708090805	-1.91172912489164	18.8442607281816	0.965739658798785	-18.9409838878197	3503	0.443619754496146	17	79244565	79255481	protein_coding	Ndufaf7
ENSMUSG00000105528	16.0940697809429	4.13133646926794	1.96184872528695	11.962733311675	0.965672145620732	12.1225343351614	1872	0.399038461538462	5	14077908	14079779	TEC	Gm43519
ENSMUSG00000060419	40.0482974985321	10.9606885919354	1.86940247652236	29.0876089065968	0.965417672872686	29.1476183850818	441	0.541950113378685	5	129205141	129205581	processed_pseudogene	Rps16-ps2
ENSMUSG00000096199	9.1985933316941	2.01402652876812	2.19133057140972	7.18456680292598	0.965334579730467	7.51132011159828	3840	0.486458333333333	12	4284027	4289950	protein_coding	Ptrhd1
ENSMUSG00000108137	38.0221726519971	10.4061650571442	1.86940247652236	27.6160075948529	0.965254083248942	27.6792077397132	929	0.368137782561894	6	113702184	113703112	lncRNA	Gm44053
ENSMUSG00000118537	37.4494700185521	10.2140810905829	1.87438588403661	27.2353889279692	0.965194360052972	27.2998119499022	1609	0.392169049098819	13	104310230	104314947	protein_coding	Shld3
ENSMUSG00000097994	16.2469149866279	4.19953403044613	1.95186463671433	12.0473809561818	0.964828230895069	12.2044730924128	1151	0.477845351867941	6	113691932	113693082	lncRNA	Gm26982
ENSMUSG00000044014	2.8463012404275	11.7294382575615	-2.04297365816989	8.88313701713401	0.964771104359793	-9.11503508677573	2555	0.461839530332681	8	67132617	67140780	protein_coding	Npy5r
ENSMUSG00000039480	8.89215366124998	1.93070731431124	2.2034034037103	6.96144634693874	0.964698397860352	7.30183003094354	3505	0.418544935805991	10	34164284	34294548	protein_coding	Nt5dc1
ENSMUSG00000031628	0.928418188343199	6.33545431748328	-2.77060138775676	5.40703612914008	0.964467295058555	-6.07554703312104	3357	0.447423294608281	8	47070326	47092724	protein_coding	Casp3
ENSMUSG00000070705	12.459679616149	44.7203606159364	-1.84366484994648	32.2606809997874	0.964277738827867	-32.3133198332974	1751	0.509994288977727	7	27977164	27978914	protein_coding	Eid2b
ENSMUSG00000065520	103.889995275604	359.072158271802	-1.78921706592411	255.182162996198	0.964218015631897	-255.188435492534	70	0.5	1	128130098	128130167	miRNA	Mir128-1
ENSMUSG00000039474	95.7422982603268	330.838559021937	-1.78889904651559	235.09626076161	0.964192049024954	-235.103066725829	3787	0.547398996567204	5	37123448	37146549	protein_coding	Wfs1
ENSMUSG00000074384	2.15316052384671	9.51705800122553	-2.1440597832842	7.36389747737882	0.964184259042871	-7.6696791596287	1930	0.43160621761658	8	37460758	37462687	protein_coding	AI429214
ENSMUSG00000041308	22.2836511605643	5.97786424770596	1.89828359650949	16.3057869128584	0.964134922489678	16.4159120203637	10350	0.458937198067633	8	107662382	107746346	protein_coding	Sntb2
ENSMUSG00000104764	28.0338082489725	7.67248201435475	1.86940247652236	20.3613262346177	0.96408818259718	20.446962406474	1260	0.449206349206349	3	103509259	103510518	lncRNA	Gm43066
ENSMUSG00000056972	0.673007959030041	5.84506943352269	-3.11852469117707	5.17206147449265	0.96408818259718	-6.03948806981288	4631	0.575685597063269	7	62026758	62031388	protein_coding	Magel2
ENSMUSG00000034793	7.4673851051647	27.3603603908122	-1.87341219334053	19.8929752856475	0.963979122848017	-19.9809944437593	2226	0.549415992812219	11	102080446	102084907	protein_coding	G6pc3
ENSMUSG00000031997	14.7652579152062	3.81655244298736	1.95186463671433	10.9487054722189	0.963885643063021	11.1213275771129	5066	0.445519147256218	9	8544143	8680742	protein_coding	Trpc6
ENSMUSG00000047773	3.29212298292996	12.9831316295419	-1.97954827802826	9.69100864661195	0.963857079795383	-9.89112025878526	6627	0.427644484683869	11	89281049	89732092	protein_coding	Ankfn1
ENSMUSG00000028540	10.629009417636	2.55242966022099	2.05806404054626	8.07657975741506	0.963794759938719	8.33467264941319	3030	0.545874587458746	4	117745840	117749229	protein_coding	Dph2
ENSMUSG00000025911	1.09936502937147	6.64948441244079	-2.59657198798171	5.55011938306932	0.963737633403443	-6.12748000854291	3780	0.448677248677249	1	9618173	9650898	protein_coding	Adhfe1
ENSMUSG00000020309	5.53026590820705	20.5844232293867	-1.89613226984062	15.0541573211797	0.963688296850251	-15.1731002183324	1315	0.4	11	30926707	30936350	protein_coding	Chac2
ENSMUSG00000078235	4.26302811963906	16.2642766049063	-1.93175617957134	12.0012484852672	0.963501337280258	-12.1557248711231	2437	0.643003693065244	4	138121403	138123839	protein_coding	Fam43b
ENSMUSG00000102142	17.5377001671036	4.66269807303231	1.91122265221699	12.8750020940712	0.963441614084288	13.016084317055	1244	0.42524115755627	1	137859779	137861022	lncRNA	Gm26930
ENSMUSG00000025776	14.0360790959288	3.63996821146133	1.94714222647193	10.3961108844674	0.963267637817766	10.5768844359883	4515	0.422369878183832	1	17797269	17836568	protein_coding	Crispld1
ENSMUSG00000070570	5.20220673672349	0.179290195439299	4.85875523232285	5.02291654128419	0.963220897925268	6.98836125199113	5392	0.560274480712166	7	44813373	44825566	protein_coding	Slc17a7
ENSMUSG00000006589	5.14625363594323	19.1550758401724	-1.89613226984062	14.0088222042291	0.963163771389992	-14.1365631302108	1615	0.575851393188854	8	123301374	123303648	protein_coding	Aprt
ENSMUSG00000102556	16.8926821586348	4.49120898401254	1.91122265221699	12.4014731746222	0.963155981407909	12.5478806548047	1722	0.344947735191638	1	10267306	10269027	TEC	Gm37569
ENSMUSG00000023868	539.380619879799	158.451174208197	1.76726533510121	380.929445671602	0.963104048194023	380.933545131482	12849	0.495135808234104	17	8744204	9205480	protein_coding	Pde10a
ENSMUSG00000106757	12.2814610212965	3.11681698165083	1.97833684807552	9.16464403964571	0.962989795123471	9.37574088047804	1861	0.429339065018807	5	129993207	129995067	TEC	Gm43482
ENSMUSG00000023074	20.4292077040756	5.56392940321553	1.87645723405631	14.8652783008601	0.962982005141388	14.9832436646163	2085	0.470023980815348	X	52433475	52459379	protein_coding	Mospd1
ENSMUSG00000079598	4.85143406890746	18.0577161752125	-1.89613226984062	13.2062821063051	0.962766482303757	-13.3417092104439	1499	0.625083388925951	6	38640002	38657800	protein_coding	Clec2l
ENSMUSG00000054619	2.4020808156209	10.058490871998	-2.06605727128293	7.65641005637712	0.962665212536678	-7.93027159683789	2595	0.485934489402698	15	100202021	100226543	protein_coding	Mettl7a1
ENSMUSG00000063804	13.8672801195235	3.62591428014294	1.93526812618364	10.2413658393806	0.962644439251123	10.4226118116456	9065	0.380253723110866	10	45252716	45362491	protein_coding	Lin28b
ENSMUSG00000054640	24.195149641471	83.7865877656287	-1.79200145935788	59.5914381241577	0.962587312715847	-59.6183760843556	18807	0.379592704843941	17	81680534	82045806	protein_coding	Slc8a1
ENSMUSG00000031210	5.71452119227744	20.8448422251381	-1.8669859241811	15.1303210328606	0.962571732751681	-15.2450730073199	4545	0.428602860286029	X	95757047	95762994	protein_coding	Gpr165
ENSMUSG00000110047	26.3083500967316	7.29216501795355	1.85110165977941	19.0161850787781	0.962545766144738	19.1060689914273	1856	0.394396551724138	8	55508909	55510764	TEC	A230085B16Rik
ENSMUSG00000068854	2.37916019715124	9.96251290566216	-2.06605727128293	7.58335270851093	0.962369193217522	-7.85976023488637	2620	0.452671755725191	3	96128435	96131054	protein_coding	H2bc21
ENSMUSG00000113154	15.3316226337855	4.07617456279142	1.91122265221699	11.2554480709941	0.962301680039469	11.4165617987725	2846	0.321503865073788	12	37988462	37991307	TEC	Gm48713
ENSMUSG00000099924	5.48473358252198	19.9896341790624	-1.8657586207971	14.5049005965404	0.962267923450443	-14.6244041433009	2273	0.396392432908051	1	51187468	51189740	lncRNA	Gm28320
ENSMUSG00000039899	5.48521622363273	0.510418550057391	3.42579582504674	4.97479767357534	0.962244553504194	6.04025570054102	3788	0.405755015839493	5	21577640	21583372	protein_coding	Fgl2
ENSMUSG00000024101	13.3089924770182	3.46765520710269	1.9403689978765	9.8413372699155	0.962010854041702	10.0308001230285	3903	0.574686138867538	17	66418540	66427498	protein_coding	Washc1
ENSMUSG00000020718	0.953994446975243	6.21407634220468	-2.70348719189822	5.26008189522943	0.961906987613928	-5.91416135570194	4356	0.45959595959596	11	106659079	106670363	protein_coding	Polg2
ENSMUSG00000026603	1.91185121964674	8.53941318049642	-2.15916667567441	6.62756196084968	0.961735608008102	-6.97040732513133	2717	0.506440927493559	1	189612689	189654560	protein_coding	Smyd2
ENSMUSG00000044005	7.17720174615571	1.39138274871718	2.36690213599318	5.78581899743853	0.961642128223105	6.25123405356812	3474	0.543753598157743	10	128030326	128045873	protein_coding	Gls2
ENSMUSG00000002458	3.26112092793376	12.5718606638799	-1.94675834291059	9.31073973594619	0.961616161616162	-9.5120840238204	2230	0.540807174887892	2	181330212	181335770	protein_coding	Rgs19
ENSMUSG00000109108	9.41885723260235	33.3053888347512	-1.82213168839684	23.8865316021488	0.961613564955467	-23.9559294511884	1103	0.43064369900272	7	6159515	6160617	lncRNA	Gm36371
ENSMUSG00000103614	1.98737437160409	8.78427639520099	-2.1440597832842	6.7969020235969	0.961587598348524	-7.12705194822322	2091	0.435198469631755	1	134727633	134729723	TEC	Gm37949
ENSMUSG00000043518	2.16167281056188	9.25295583753644	-2.09776613101027	7.09128302697456	0.961564228402275	-7.39506035871725	2403	0.533499791926758	X	160500065	160562492	protein_coding	Rai2
ENSMUSG00000102951	7.16894734506755	1.3897825385404	2.36690213599318	5.77916480652716	0.961535665134637	6.24507578675961	3478	0.387004025301898	18	84390794	84394271	TEC	Gm37216
ENSMUSG00000046229	7.76263974662047	27.689729610959	-1.83473172517647	19.9270898643385	0.96146555529589	-20.0113755390476	803	0.667496886674969	2	156153766	156154667	protein_coding	Scand1
ENSMUSG00000097464	27.7376200978554	7.8214622476432	1.82633375463047	19.9161578502122	0.961462958635195	19.9997209605002	1236	0.413430420711974	6	4946568	4947803	TEC	Gm26736
ENSMUSG00000029455	14.1870848015846	3.77187957006906	1.91122265221699	10.4152052315156	0.96138246215367	10.589111012778	5126	0.506437768240343	5	121704090	121731887	protein_coding	Aldh2
ENSMUSG00000109648	2.37312171949349	9.8145455209005	-2.04813536328567	7.44142380140701	0.96110721612007	-7.71813751228157	3940	0.405583756345178	8	29598865	29602804	TEC	Svet1
ENSMUSG00000028532	5.69496651843012	20.3945277730407	-1.84042283725433	14.6995612546105	0.96092804653216	-14.8143260831512	6020	0.516445182724252	4	100633872	100886417	protein_coding	Cachd1
ENSMUSG00000060477	9.88980009423247	2.41025840251489	2.03675353430084	7.47954169171758	0.960915063228688	7.75189711474736	4412	0.532638259292838	6	113615428	113671987	protein_coding	Irak2
ENSMUSG00000115686	18.557921749529	5.1166800333904	1.85875523232285	13.4412417161386	0.96090467658591	13.5691543540986	3023	0.446245451538207	14	48371681	48374703	TEC	Gm49310
ENSMUSG00000057440	11.3864753798396	2.92455349942128	1.96103295198793	8.46192188041827	0.96086832333619	8.68618282959114	20164	0.400813330688355	18	7347959	7626866	protein_coding	Mpp7
ENSMUSG00000028936	45.6816193585617	13.2838575583469	1.78193963527202	32.3977618002147	0.960787826854665	32.4467298587578	2911	0.50223290965304	4	152410199	152418528	protein_coding	Rpl22
ENSMUSG00000044991	15.2129893884918	4.10986991227128	1.88813903910394	11.1031194762206	0.960769650229804	11.2625188627685	2117	0.490788852149268	2	132528851	132592975	protein_coding	Shld1
ENSMUSG00000050505	1.51332840896728	7.39307626000826	-2.28844969261938	5.87974785104098	0.960735893640778	-6.30939274316243	5492	0.444100509832484	14	88702179	88708832	protein_coding	Pcdh20
ENSMUSG00000097793	2.10218525446386	8.9983216825577	-2.09776613101027	6.89613642809384	0.960733296980084	-7.20814264393378	4942	0.408134358559288	13	81926892	81931868	lncRNA	Gm17259
ENSMUSG00000020288	4.12625753521816	15.1451950795273	-1.87595438790299	11.0189375443091	0.960535950767313	-11.1774858295986	4532	0.482127096204766	11	23437882	23448030	protein_coding	Ahsa2
ENSMUSG00000032182	13.3804961716509	3.55743416304949	1.91122265221699	9.82306200860143	0.960494404196204	10.0072633247645	2174	0.518859245630175	9	21499978	21504124	protein_coding	Yipf2
ENSMUSG00000000167	1.84660496401713	8.24798635314923	-2.15916667567441	6.40138138913209	0.960445067643011	-6.75571494532367	2813	0.45929612513331	9	50528621	50536300	protein_coding	Pih1d2
ENSMUSG00000113869	10.9853469324657	37.9683551042691	-1.78921706592411	26.9830081718035	0.960429487678845	-27.0422637312154	662	0.403323262839879	13	9402064	9402725	processed_pseudogene	Gm48869
ENSMUSG00000025351	5.36097205387419	0.525112837484356	3.35179524360297	4.83585921638983	0.960242528108852	5.8838818577349	3682	0.581477457903313	10	128736858	128748691	protein_coding	Cd63
ENSMUSG00000039004	5.32769206541559	0.495760376312153	3.42579582504674	4.83193168910343	0.960219158162603	5.92314450972367	3900	0.565897435897436	13	38529083	38684278	protein_coding	Bmp6
ENSMUSG00000025265	2.52824973292891	10.1947073936427	-2.01160948726055	7.66645766071383	0.960086728467191	-7.92597916933639	4931	0.560535388359359	X	149829146	149872517	protein_coding	Fgd1
ENSMUSG00000106498	2.3286262149511	9.59613024273765	-2.04297365816989	7.26750402778655	0.96005037521747	-7.54919572947144	3123	0.363112391930836	5	19403481	19406603	TEC	Gm43032
ENSMUSG00000044716	5.5894032545939	0.678408936006105	3.04246718549524	4.91099431858779	0.960039988574693	5.77706428664394	4275	0.591578947368421	5	35214110	35245183	protein_coding	Dok7
ENSMUSG00000020902	2.64814389741861	10.4728096063393	-1.98359511109096	7.82466570892065	0.959827062397757	-8.0721770930216	6277	0.534650310657958	11	68100190	68291649	protein_coding	Ntn1
ENSMUSG00000026463	39.3574116654803	131.733910248752	-1.74291951407565	92.3764985832721	0.959681649398873	-92.392939443108	12248	0.488487916394513	1	133627195	133728779	protein_coding	Atp2b4
ENSMUSG00000025821	2.98261763808337	11.4801877563084	-1.94449529140202	8.49757011822507	0.959621926202903	-8.7172105545545	7663	0.529949106094219	6	47854138	47885419	protein_coding	Zfp282
ENSMUSG00000045795	2.943986012218	11.262314594119	-1.93566063402726	8.31832858190098	0.959232427098751	-8.54057214047124	3176	0.560768261964736	7	81221014	81246584	protein_coding	Whamm
ENSMUSG00000041920	15.7441319893399	4.35554375256838	1.85388947715103	11.3885882367716	0.959172703902781	11.5384941920609	4883	0.502559901699775	11	109341681	109364424	protein_coding	Slc16a6
ENSMUSG00000053310	867.299134682089	264.803598111399	1.71160694473624	602.495536570691	0.959144140635143	602.497967785733	1453	0.523055746730902	9	37455788	37464200	protein_coding	Nrgn
ENSMUSG00000047907	3.07090334319354	11.6788172443153	-1.92715916546124	8.60791390112181	0.958983147672094	-8.82100471477866	7781	0.496979822644904	2	169474933	169913736	protein_coding	Tshz2
ENSMUSG00000015542	9.55425900404877	2.3396242347742	2.02986714871561	7.21463476927457	0.958980551011399	7.49475253063504	2066	0.560019361084221	11	115073658	115078685	protein_coding	Nat9
ENSMUSG00000034303	10.4375883006843	2.67932162496781	1.96184872528695	7.75826667571646	0.95889745786918	8.00247163271714	5773	0.429932444136497	9	37187131	37259728	protein_coding	Ccdc15
ENSMUSG00000020648	5.23639089090746	18.5160503451263	-1.82213168839684	13.2796594542188	0.958575471943081	-13.4040859110155	1984	0.428427419354839	12	31690049	31704825	protein_coding	Dus4l
ENSMUSG00000035842	5.01656835494089	0.291755766955998	4.10386773015938	4.72481258798489	0.958575471943081	6.25824131351804	6627	0.512449071978271	17	66430515	66459169	protein_coding	Ddx11
ENSMUSG00000030826	0.799153809812338	5.70124432758976	-2.83473172517647	4.90209051777743	0.958396302355171	-5.66270212868427	3900	0.54025641025641	7	45219577	45239135	protein_coding	Bcat2
ENSMUSG00000084915	2.57535932760545	10.065140014865	-1.96652159773202	7.48978068725954	0.958383319051699	-7.74364397022438	2017	0.486365889935548	15	89360439	89369050	lncRNA	C230037L18Rik
ENSMUSG00000074785	19.2872790366734	64.4951650175405	-1.74154138190641	45.2078859808671	0.958349562462673	-45.2414182054892	8349	0.500898311174991	10	94626728	94780697	protein_coding	Plxnc1
ENSMUSG00000052374	98.551774174486	29.8044083941022	1.72535610690565	68.7473657803838	0.958349562462673	68.7690130468478	3795	0.450856389986825	13	12284312	12355641	protein_coding	Actn2
ENSMUSG00000008822	12.7980428962701	3.50265483264021	1.86940247652236	9.29538806362984	0.957651060735894	9.48150330236192	1380	0.447826086956522	12	85319172	85335212	protein_coding	Acyp1
ENSMUSG00000107491	29.6828557930297	8.7884793982609	1.75594442673907	20.8943763947688	0.957580950897146	20.9680305645539	770	0.37012987012987	2	37378687	37379456	processed_pseudogene	Gm17893
ENSMUSG00000105624	28.6055055827695	8.46949829369323	1.75594442673908	20.1360072890763	0.957432941237569	20.2124251482975	2397	0.437213183145599	5	132519182	132521578	TEC	Gm43187
ENSMUSG00000055334	8.21559991395861	27.7996472698404	-1.75862874609068	19.5840473558818	0.957295318220768	-19.6628504013023	1391	0.488138030194105	9	56858162	56890490	protein_coding	Snupn
ENSMUSG00000027469	0.51944997637802	5.16748307573604	-3.31440503085849	4.64803309935802	0.957123938614941	-5.70872073246781	4677	0.478298054308317	2	152689884	152737241	protein_coding	Tpx2
ENSMUSG00000058153	17.6287800879526	58.1313752619728	-1.72138439642478	40.5025951740203	0.95702786216925	-40.5391586009234	6070	0.51828665568369	5	112567017	112725051	protein_coding	Sez6l
ENSMUSG00000106732	8.93171905084378	2.18717813078891	2.02986714871561	6.74454092005487	0.956783776063982	7.04337936389411	2210	0.404524886877828	5	66587260	66589469	TEC	Gm43792
ENSMUSG00000048728	4.28765973073066	15.1613057716593	-1.82213168839684	10.8736460409287	0.956781179403287	-11.0252592764644	2423	0.482872472141973	11	50763547	50778478	protein_coding	Zfp454
ENSMUSG00000059395	12.0719748440551	3.30393962340635	1.86940247652236	8.76803522064879	0.956695489600374	8.96510497706332	1463	0.470266575529733	13	21651217	21652679	protein_coding	Nkapl
ENSMUSG00000064125	3.61097918561698	13.0452587265128	-1.85306354794873	9.43427954089582	0.956674716314819	-9.61454496939412	4891	0.583929666734819	8	4259543	4267459	protein_coding	Prr36
ENSMUSG00000061758	0.881668983951377	5.74296673549722	-2.70348719189822	4.86129775154584	0.956578639869128	-5.56246877078356	3535	0.452899575671853	6	34361153	34373885	protein_coding	Akr1b10
ENSMUSG00000120606	58.3455966761564	17.8274267760196	1.71052530197986	40.5181699001369	0.956542286619407	40.5542598115792	1193	0.476948868398994	14	64811836	64813028	lncRNA	
ENSMUSG00000021614	18.1746430678522	5.28086612991891	1.78308055667659	12.8937769379333	0.956508530030381	13.0164841641965	14462	0.396279905960448	13	89803431	89890628	protein_coding	Vcan
ENSMUSG00000109191	10.0590622846247	2.62088657500422	1.9403689978765	7.43817570962049	0.956464386798577	7.6870989153977	2582	0.384972889233153	7	91713801	91716382	TEC	Gm45131
ENSMUSG00000048218	5.25526375089998	18.0326371466055	-1.77877531920246	12.7773733957055	0.956446210173717	-12.9005934952423	3163	0.498577300031616	15	97142006	97145168	protein_coding	Amigo2
ENSMUSG00000026678	4.79914188470674	0.212655682755983	4.49618515293814	4.58648620195075	0.956360520370803	6.42273591315929	4546	0.410030796304443	1	169483070	169523382	protein_coding	Rgs5
ENSMUSG00000074264	4.52219944612321	15.7101082685105	-1.7965965962897	11.1879088223873	0.956222897354003	-11.3312427892024	3446	0.331108531630876	3	113349359	113400348	protein_coding	Amy1
ENSMUSG00000106049	32.658398794287	9.79226310878528	1.73773983136148	22.8661356855017	0.956176157461505	22.9320714482856	2863	0.409360810338805	5	132463410	132466272	TEC	Gm43019
ENSMUSG00000109450	21.9661691116126	6.50372814671878	1.75594442673908	15.4624409648938	0.956103450962063	15.5618257740736	2081	0.472849591542528	7	83463915	83487553	lncRNA	Gm39043
ENSMUSG00000024845	19.6761354688644	5.75436151076606	1.77371912846705	13.9217739580983	0.956087870997897	14.0343104457282	1848	0.581709956709957	19	4175934	4182306	protein_coding	Tmem134
