CeA_mean	dStr_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000023277	30.8747161014779	5.22818850023144	2.56204280794749	25.6465276012464	0.987315072118566	25.7741816815055	2319	0.577835273824925	9	106080307	106092588	protein_coding	Twf2
ENSMUSG00000102508	1.91088229778715	14.3669695710145	-2.91044496351525	12.4560872732274	0.987256847955538	-12.7915909895489	2602	0.410837817063797	1	158362377	158364978	TEC	Gm37367
ENSMUSG00000002190	0.494123303238973	10.5427557669884	-4.41523711555243	10.0486324637495	0.987251554849808	-10.9758522757038	4025	0.447950310559006	8	84116496	84155181	protein_coding	Clgn
ENSMUSG00000107905	0.497211573884217	10.5303816405014	-4.4045540337853	10.0331700666172	0.987225089321159	-10.9573992271066	3550	0.349859154929577	6	80245479	80249028	TEC	Gm44230
ENSMUSG00000086291	3.80276538343569	23.1819677476801	-2.60788219349482	19.3792023642444	0.987169511710996	-19.5538879461217	1569	0.430847673677502	5	34369154	34371146	lncRNA	Gm15513
ENSMUSG00000026546	11.1322514355746	0.883634272931368	3.65515221233897	10.2486171626432	0.987143046182347	10.8809140903598	5717	0.513031310127689	1	172348368	172373437	protein_coding	Cfap45
ENSMUSG00000046841	14.4865787146583	1.96247477048182	2.88397090283485	12.5241039441765	0.987124520312293	12.8518663147784	3089	0.557785691162188	10	84362169	84369926	protein_coding	Ckap4
ENSMUSG00000106265	3.37255912518364	21.0489047431193	-2.64182952541816	17.6763456179356	0.987016011644833	-17.872673489047	2064	0.384205426356589	5	8377332	8379395	TEC	Gm42490
ENSMUSG00000103544	0.525177263146783	10.4049510639343	-4.30832191163592	9.87977380078754	0.986936615058886	-10.7782915180937	3787	0.379720095062054	5	49082296	49086082	TEC	Gm10048
ENSMUSG00000025429	0.497211573884217	10.3625377196895	-4.38137366368614	9.86532614580528	0.986920735741696	-10.7944937419016	2340	0.488034188034188	18	77877614	77970579	protein_coding	Pstpip2
ENSMUSG00000035829	11.8573324257848	1.25866381806159	3.2358145756265	10.5986686077233	0.986918089188832	11.081618664445	5619	0.548674141306282	2	28336812	28345520	protein_coding	Ppp1r26
ENSMUSG00000005686	3.1810230424439	19.9304361953687	-2.64741055768146	16.7494131529248	0.986785761545587	-16.9573471872311	5627	0.511995734849831	7	110367413	110411612	protein_coding	Ampd3
ENSMUSG00000075031	62.6408282058856	11.9332373346818	2.39211780650518	50.7075908712038	0.986783114992722	50.7639832909277	508	0.56496062992126	13	23930717	23931224	protein_coding	H2bc3
ENSMUSG00000007872	2.77616735837084	18.0519920074993	-2.70099159788631	15.2758246491285	0.986775175334127	-15.512774552696	1791	0.543830262423227	4	135870808	135873066	protein_coding	Id3
ENSMUSG00000028654	12.5595791322908	1.50125917930123	3.06454314847667	11.0583199529895	0.986748709805478	11.4750975983458	4038	0.564883605745419	4	122889445	122896278	protein_coding	Mycl
ENSMUSG00000113140	1.41554896479492	12.224844320559	-3.11038253402401	10.809295355764	0.9867169511711	-11.2479040534716	2810	0.360142348754448	13	17929101	17931910	TEC	Gm48624
ENSMUSG00000039058	142.853384036065	28.4939345053742	2.32580846145741	114.35944953069	0.986698425301045	114.383097885841	3404	0.532314923619271	3	152168452	152373997	protein_coding	Ak5
ENSMUSG00000103546	3.44488388372437	21.0002929538742	-2.60788219349482	17.5554090701498	0.986682545983856	-17.7480544611359	866	0.454965357967667	2	68843956	68844821	TEC	Gm37666
ENSMUSG00000102331	4.882101983521	28.2116035341961	-2.53071433297236	23.3295015506751	0.986626968373693	-23.4663622583063	3259	0.380791653881559	1	3717532	3729127	lncRNA	Gm19938
ENSMUSG00000102868	1.47321947817546	12.34869078263	-3.06731381213212	10.8754713044545	0.986600502845044	-11.2997473474459	2700	0.425925925925926	1	54191556	54194255	TEC	Gm37633
ENSMUSG00000116632	20.5925969143764	3.37457390671251	2.60934852272585	17.2180230076639	0.986571390763531	17.4146207539956	1497	0.464929859719439	16	21150643	21152139	transcribed_processed_pseudogene	Magef1
ENSMUSG00000028527	9.84577374028152	0.217466084302567	5.50064226328335	9.62830765597895	0.986531692470557	11.0887949582812	4646	0.500645716745588	4	101276474	101324192	protein_coding	Ak4
ENSMUSG00000104764	4.73534832270683	27.2633432863259	-2.52542003330285	22.5279949636191	0.986481407966124	-22.6691046013171	1260	0.449206349206349	3	103509259	103510518	lncRNA	Gm43066
ENSMUSG00000040836	11.284031696884	1.16098526592327	3.28086105540344	10.1230464309607	0.986309382029906	10.6414340343888	6962	0.499712726228095	1	165123358	165154314	protein_coding	Gpr161
ENSMUSG00000114019	8.68691485406908	46.4527552951598	-2.41884836910481	37.7658404410907	0.986309382029906	-37.8432230611327	2175	0.417471264367816	13	93547291	93549465	TEC	Gm47155
ENSMUSG00000110308	3.09122451482296	19.0859509291985	-2.62626072280968	15.9947264143756	0.986301442371311	-16.208902444487	4182	0.361788617886179	8	63473900	63478081	TEC	Gm45516
ENSMUSG00000112106	1.70570008193556	12.9976084177066	-2.92981028838219	11.291908335771	0.986232631996824	-11.6658039666954	2332	0.456260720411664	10	119489969	119492300	TEC	Gm47026
ENSMUSG00000066705	31.9610069406947	5.6581423999035	2.49791247052777	26.3028645407912	0.986142649199418	26.4212083327321	4107	0.519113708302897	9	45281483	45307457	protein_coding	Fxyd6
ENSMUSG00000105485	0.342550171466908	9.74499758000424	-4.83027461483127	9.40244740853734	0.986110890565039	-10.5705993266699	2903	0.351016190148123	5	14646878	14649780	TEC	Gm42447
ENSMUSG00000107118	1.76264073459693	13.1330241705961	-2.89738881068981	11.3703834359992	0.986042080190552	-11.7337326287058	3385	0.397932053175776	5	129974421	129977805	TEC	Gm42986
ENSMUSG00000079418	0.990790250184424	10.7376677799506	-3.43795719205251	9.74687752976616	0.986010321556173	-10.3354328034508	3011	0.422783128528728	X	139857656	139947266	protein_coding	Atg4a
ENSMUSG00000039954	2.645062175179	16.8574471065678	-2.67201253091454	14.2123849313888	0.985986502580389	-14.4613808608767	8271	0.441905452786846	18	43340648	43451747	protein_coding	Stk32a
ENSMUSG00000106535	2.10794519929716	14.4564814769913	-2.77780719493714	12.3485362776941	0.985944157734551	-12.6571150351797	1887	0.332803391626921	5	4123571	4125457	lncRNA	Gm43031
ENSMUSG00000054459	718.872357333622	147.729736356616	2.28277537525734	571.142620977006	0.985933571523091	571.147182922141	1956	0.428936605316973	12	11375243	11486614	protein_coding	Vsnl1
ENSMUSG00000002012	71.1383378160067	13.8403757215031	2.36174415746166	57.2979620945036	0.985922985311632	57.3466153809314	1971	0.589041095890411	X	72699600	72703723	protein_coding	Pnck
ENSMUSG00000113529	12.3415842105918	1.56740215276098	2.97708030722633	10.7741820578308	0.985885933571523	11.1779249492452	3223	0.427551970214086	12	84360628	84363850	lncRNA	Gm47484
ENSMUSG00000021025	31.5003605814845	5.64790487517238	2.47958064775552	25.8524557063122	0.985870054254334	25.9710952067015	1610	0.558385093167702	12	55536195	55539432	protein_coding	Nfkbia
ENSMUSG00000102465	8.33082782269003	44.0140180721802	-2.4014313160274	35.6831902494901	0.985843588725685	-35.7639055298342	3581	0.403518570231779	1	25774470	25778050	TEC	Gm38198
ENSMUSG00000047904	13.4569628022793	1.88585614124074	2.8350613023539	11.5711066610386	0.98583035596136	11.9133572912608	2143	0.530564629024732	11	113510168	113516854	protein_coding	Sstr2
ENSMUSG00000020669	15.5682684582142	2.37263583797196	2.71404590139254	13.1956326202423	0.985743019716819	13.471850852918	2555	0.47866927592955	12	30961667	31010161	protein_coding	Sh3yl1
ENSMUSG00000087687	33.9260693589902	6.21578395098825	2.44838602615192	27.7102854080019	0.985735080058224	27.818240625999	1788	0.498881431767338	8	3671548	3675848	protein_coding	Pet100
ENSMUSG00000035021	1.1112425174113	10.8669858821859	-3.28970623346857	9.75574336477461	0.9857218472939	-10.2954696688333	7159	0.422964101131443	12	54939774	55061133	protein_coding	Baz1a
ENSMUSG00000104027	3.76565712816476	22.0728392296037	-2.55129866512846	18.3071821014389	0.98571126108244	-18.4841023956786	3433	0.381590445674337	1	25353357	25356789	TEC	Gm37211
ENSMUSG00000103867	3.67896096103749	21.6796710339786	-2.55897259301388	18.0007100729411	0.985708614529575	-18.1816914466691	2703	0.416944136145024	1	194696054	194698756	TEC	9630010A21Rik
ENSMUSG00000051615	67.6236213586265	13.2591525940909	2.35053870275378	54.3644687645356	0.985703321423845	54.4152597737373	4191	0.488188976377953	14	120715856	120744606	protein_coding	Rap2a
ENSMUSG00000105302	0.932854735242433	10.4257239252974	-3.48235131141096	9.49286919005492	0.985647743813683	-10.1114457974901	2132	0.418855534709193	3	55238262	55240393	TEC	Gm19817
ENSMUSG00000107996	3.43581541677149	20.4463201058533	-2.57311677533415	17.0105046890818	0.985631864496493	-17.2040169645574	2026	0.370187561697927	6	80194434	80196459	TEC	Gm44228
ENSMUSG00000106292	1.62686813540848	12.3969009530028	-2.92981028838219	10.7700328175943	0.985621278285034	-11.1614244260295	2445	0.489161554192229	5	52237230	52239674	TEC	Gm43174
ENSMUSG00000090223	38.7689336361962	189.070863657493	-2.28595409860746	150.301930021296	0.985594812756385	-150.319312645673	1026	0.471734892787524	16	96268806	96326993	protein_coding	Pcp4
ENSMUSG00000107019	7.13700823757249	38.1901659262719	-2.41980984534225	31.0531576886994	0.985589519650655	-31.1472965460383	2090	0.439712918660287	5	93324829	93326918	TEC	Gm43682
ENSMUSG00000031340	9.65867077646705	0.505173713834863	4.25697318231648	9.15349706263219	0.985576286886331	10.0949655348881	4736	0.450380067567568	X	71299605	71318409	protein_coding	Gabre
ENSMUSG00000027568	9.64719928904786	0.515878186198481	4.22500782066992	9.13132110284938	0.985510123064708	10.0613973268162	3917	0.558590758233342	2	180141769	180186773	protein_coding	Ntsr1
ENSMUSG00000107048	1.11670201883036	10.7785520077062	-3.27084720621725	9.66184998887587	0.985483657536059	-10.200479726658	1781	0.357664233576642	5	150675558	150677338	lncRNA	Gm43807
ENSMUSG00000048218	28.6097080135718	5.11083112321075	2.48487494742503	23.498876890361	0.985436019584491	23.6298924799222	3163	0.498577300031616	15	97142006	97145168	protein_coding	Amigo2
ENSMUSG00000062309	27.9528643083186	4.97008572992838	2.49165348005609	22.9827785783902	0.985388381632923	23.1174489995758	1423	0.591004919184821	9	57411309	57412731	protein_coding	Rpp25
ENSMUSG00000048483	26.6922674558495	4.70443885795271	2.5043273100912	21.9878285978968	0.985369855762869	22.1299855789957	3651	0.545877841687209	12	87027537	87037204	protein_coding	Zdhhc22
ENSMUSG00000110980	20.9454000664122	3.60136801826539	2.54001650161749	17.3440320481469	0.98534868333995	17.5290368108357	3086	0.549254698639015	9	44388009	44391094	lncRNA	Gm47204
ENSMUSG00000108912	5.05724604730514	28.0889944291973	-2.47358110178323	23.0317483818922	0.985306338494111	-23.1641973095096	5899	0.42397016443465	8	8679175	8685073	TEC	E230020D15Rik
ENSMUSG00000103624	0.328734924882127	9.35197619000077	-4.83027461483127	9.02324126511864	0.985306338494111	-10.2347660346108	3025	0.358677685950413	9	100759144	100762168	TEC	Gm3081
ENSMUSG00000106045	1.82351432964872	12.9690073233889	-2.83027461483127	11.1454929937402	0.985295752282652	-11.4992377342531	1636	0.415036674816626	5	132233908	132235543	TEC	Gm42996
ENSMUSG00000103642	0.419764942071943	9.38271144311269	-4.48235131141096	8.96294650104075	0.985192536720921	-10.0212715390526	2369	0.377374419586323	1	68750196	68752564	TEC	Gm37769
ENSMUSG00000109724	1.73345115822504	12.622004471179	-2.86422194675461	10.888553312954	0.985147545322218	-11.258968008184	3442	0.413422428820453	7	12529650	12533091	transcribed_processed_pseudogene	Gm18194
ENSMUSG00000052407	13.7584799574562	2.02103169395511	2.7671572378521	11.7374482635011	0.985136959110758	12.0592226497964	5999	0.468078013002167	4	83443782	83782907	protein_coding	Ccdc171
ENSMUSG00000018821	4.02274736152279	22.8881294294113	-2.50834651994391	18.8653820678885	0.985118433240704	-19.0314067486227	1236	0.530744336569579	19	42111712	42117498	protein_coding	Avpi1
ENSMUSG00002076174	39.3052627576456	187.693000397143	-2.25558044956394	148.387737639497	0.985115786687839	-148.404879720758	253	0.466403162055336	6	140476689	140476941	misc_RNA	Gm55763
ENSMUSG00000020381	15.6064446927856	2.47755622282915	2.65515221233897	13.1288884699565	0.985113140134974	13.3946834873858	2039	0.51495831289848	11	50065271	50090942	protein_coding	Mrnip
ENSMUSG00000031551	1.089778792075	10.5186855483424	-3.27084720621725	9.42890675626736	0.985091967712055	-9.98011643543318	1825	0.415342465753425	8	25074152	25087025	protein_coding	Ido1
ENSMUSG00000003070	9.33292489693509	0.47411892429363	4.29900840211369	8.85880597264146	0.984949053857351	9.84682266024691	2131	0.585171281088691	10	80015316	80025844	protein_coding	Efna2
ENSMUSG00000026893	1.4585261774251	11.5586828040831	-2.98639381674855	10.100156626658	0.984935821093026	-10.532412445007	3409	0.38633030214139	2	62494629	62524453	protein_coding	Gca
ENSMUSG00000106944	31.3302819082682	149.610362635404	-2.25558044956394	118.280080727135	0.984906709011513	-118.301585534523	1587	0.377441713925646	6	18429658	18431244	TEC	Gm43843
ENSMUSG00000109191	0.770273545908934	9.78260483801051	-3.66677588254839	9.01233129210158	0.984890829694323	-9.72971534483059	2582	0.384972889233153	7	91713801	91716382	TEC	Gm45131
ENSMUSG00000117113	2.39812656214252	15.1606259243046	-2.66034961338896	12.762499362162	0.984814079661241	-13.0368266857639	3732	0.393354769560557	17	74493763	74497494	TEC	Gm49883
ENSMUSG00000031558	19.3152610780327	3.33697101892254	2.53313011603225	15.9782900591102	0.984758502051079	16.1778398248286	25433	0.402626508866433	5	48140480	48465075	protein_coding	Slit2
ENSMUSG00000102317	5.66674955529806	30.4590033341608	-2.42627538700488	24.7922537788628	0.984753208945349	-24.9106936814116	5440	0.381985294117647	1	25725143	25730582	TEC	Gm37628
ENSMUSG00000051671	13.3122242003806	66.2744631269298	-2.31570144200151	52.9622389265492	0.9847267434167	-53.0128401925549	747	0.476572958500669	8	127149254	127152172	protein_coding	Coa6
ENSMUSG00000039552	9.26311973263746	0.505173713834863	4.19664668448402	8.7579460188026	0.984689691676591	9.71151182168106	3650	0.438082191780822	10	33781107	33792017	protein_coding	Rsph4a
ENSMUSG00000109239	12.8672917069646	64.1333816391916	-2.31736705123892	51.266089932227	0.984652639936483	-51.3184388596278	4096	0.38037109375	7	90781049	90785144	TEC	Gm45176
ENSMUSG00000083465	3.13945745151834	18.340955671984	-2.54648164883068	15.2014982204656	0.984612941643509	-15.4133097333003	1267	0.43646408839779	11	105664344	105665610	processed_pseudogene	Gm11652
ENSMUSG00000069266	87.6695470324815	17.8146901604234	2.29900840211369	69.8548568720582	0.984599708879185	69.8926782163105	397	0.594458438287154	13	23940996	23941392	protein_coding	H4c2
ENSMUSG00000024236	0.557568347501224	9.25278459131232	-4.05266703616772	8.69521624381109	0.984491200211724	-9.59327345762002	10701	0.496589103822073	18	4920540	5119299	protein_coding	Svil
ENSMUSG00000028780	11.6990958560992	1.55655766167605	2.9099661113678	10.1425381944232	0.984438269154426	10.5517289481223	7140	0.408823529411765	5	17779279	17935266	protein_coding	Sema3c
ENSMUSG00000002266	10.330391344614	1.12455192295666	3.19947272856278	9.20583942165729	0.984395924308588	9.74597892456969	8086	0.449789760079149	7	6674268	6699449	protein_coding	Zim1
ENSMUSG00000026514	43.3772365438793	8.44710681076107	2.36040894677784	34.9301297331183	0.984366812227074	35.0097913956725	2751	0.537259178480552	1	181180193	181288206	protein_coding	Cnih3
ENSMUSG00000023571	2.18394541969641	14.0531487011162	-2.6858847054961	11.8692032814198	0.98435357946275	-12.169304137332	1366	0.580527086383602	4	156046775	156051086	protein_coding	C1qtnf12
ENSMUSG00000108035	0.282827971492729	8.90806890152489	-4.97711600316054	8.62524093003216	0.984332407039831	-9.95823602903741	3516	0.385096700796359	6	148262639	148266154	TEC	Gm44021
ENSMUSG00000020681	1.1285301468906	10.3194176459552	-3.19284469421598	9.19088749906461	0.984287415641127	-9.72967986430413	5287	0.559107244183847	11	105858771	105880790	protein_coding	Ace
ENSMUSG00000033177	9.11350082551261	0.505173713834863	4.17315387475515	8.60832711167775	0.984258303559614	9.56653066289081	2837	0.396545646810011	16	45476678	45514021	protein_coding	Tmprss7
ENSMUSG00000104963	1.12406535165987	10.2785910124652	-3.19284469421598	9.15452566080531	0.984202725949451	-9.69533894795463	2654	0.39939713639789	3	126931486	126934139	TEC	Gm42974
ENSMUSG00000027168	10.7146670616404	1.29598182102325	3.04746963511773	9.41868524061713	0.984157734550748	9.89942941985969	11694	0.496579442449119	2	105499245	105527709	protein_coding	Pax6
ENSMUSG00000085762	4.05225406588604	22.2325839829524	-2.45587910004977	18.1803299170664	0.984123329363504	-18.3454555148527	1227	0.504482477587612	11	62496592	62498574	lncRNA	Lrrc75aos2
ENSMUSG00000101249	8.08474103876775	41.0710336451108	-2.34484778766103	32.986292606343	0.984057165541882	-33.0695299491629	492	0.402439024390244	1	24654787	24655278	unprocessed_pseudogene	Gm29216
ENSMUSG00000096914	3.6214492837534	20.4413426153843	-2.49685088110608	16.8198933316309	0.984054518989017	-17.0042075972366	7414	0.390612355004046	8	58227086	59365674	protein_coding	Galntl6
ENSMUSG00000059864	1.321492555174	10.7412351114389	-3.02291969277367	9.41974255626495	0.984028053460368	-9.8929062107789	3010	0.441528239202658	11	49169131	49173596	protein_coding	Or2y1g
ENSMUSG00000076437	20.2225750651406	3.57328886885845	2.50064226328335	16.6492861962821	0.983996294825989	16.8360310814226	1131	0.480990274093722	2	84499559	84501114	protein_coding	Selenoh
ENSMUSG00000092448	3.90407293010602	21.5329233042342	-2.46349228415965	17.6288503741282	0.983956596533016	-17.8001449361378	1783	0.51318003365115	6	110616714	110622877	lncRNA	Gm20387
ENSMUSG00000102143	0.620932343283443	9.14769759675993	-3.88090068790124	8.52676525347649	0.983916898240042	-9.36841052885954	3203	0.422728691851389	9	71759283	71762485	TEC	Gm38057
ENSMUSG00000049630	16.4756497855125	2.78991400145486	2.56204280794749	13.6857357840576	0.983874553394204	13.9234847398484	2535	0.463116370808679	2	13008268	13016617	protein_coding	C1ql3
ENSMUSG00000073987	20.2427103871437	3.59920203241124	2.49165348005609	16.6435083547325	0.983853380971285	16.8289841469628	1965	0.408651399491094	4	20042052	20066750	protein_coding	Ggh
ENSMUSG00000049235	11.1787548380616	1.48144784115796	2.91567976256219	9.69730699690362	0.983800449913987	10.126151858925	2046	0.480449657869013	14	43935285	43952835	protein_coding	Gm7324
ENSMUSG00000020656	13.8239000502201	2.18887328615936	2.65890434720008	11.6350267640608	0.983747518856689	11.9349746597121	5539	0.487994222783896	12	24622282	24667390	protein_coding	Grhl1
ENSMUSG00000035759	1.95688385917042	12.923433807517	-2.72335941091476	10.9665499483466	0.983744872303824	-11.2996417753218	3049	0.449655624795015	10	111134540	111137588	protein_coding	Bbs10
ENSMUSG00000039115	0.51718795879258	8.93298986887809	-4.11038253402401	8.41580191008551	0.9837316395395	-9.36594716864282	7691	0.517748017162918	9	118435758	118730071	protein_coding	Itga9
ENSMUSG00000107826	0.497211573884217	8.91155393754995	-4.16374523690723	8.41434236366573	0.983713113669446	-9.38818043131083	2721	0.368614479970599	6	80491577	80494297	TEC	Gm44242
ENSMUSG00000073073	5.97051923276578	31.004657553574	-2.37655664738837	25.0341383208082	0.983641656742093	-25.1466916902324	1499	0.495663775850567	11	30217464	30230491	lncRNA	Gm8098
ENSMUSG00000083621	116.990958560992	24.7634173448462	2.24011471306013	92.227541216146	0.983633717083499	92.2547422775847	408	0.522058823529412	X	51861219	51861626	processed_pseudogene	Gm14586
ENSMUSG00000104140	6.49563813862991	33.5982517514873	-2.37084299619397	27.1026136128574	0.98359137223766	-27.2061125697966	1684	0.385985748218527	1	97806107	97807790	TEC	Gm37140
ENSMUSG00000103887	9.21615521564813	45.882320626336	-2.31570144200151	36.6661654106879	0.983564906709012	-36.7392182700233	1079	0.437442075996293	7	92286391	92287469	TEC	Gm37008
ENSMUSG00000063383	0.692495228250998	9.14659927556158	-3.72335941091476	8.45410404731059	0.983551673944687	-9.2377097023884	2872	0.402506963788301	17	22363340	22385171	protein_coding	Zfp947
ENSMUSG00000097589	3.07963962976855	17.5526783264625	-2.51085773909996	14.4730386966939	0.983538441180363	-14.6892224335394	13239	0.400634489009744	14	61840265	61919822	lncRNA	Dleu2
ENSMUSG00000034151	8.84951383973227	0.505173713834863	4.13074672380485	8.34434012589741	0.983509329098849	9.31080451050746	3034	0.369808833223467	3	74945214	75072341	protein_coding	Zbbx
ENSMUSG00000021235	2.21545577160377	13.827160849713	-2.64182952541816	11.6117050781092	0.983504035993119	-11.9084406226155	3142	0.530553787396563	12	84408431	84420570	protein_coding	Coq6
ENSMUSG00000109606	2.57051773795385	15.2969883805239	-2.57311677533415	12.7264706425701	0.983416699748577	-12.9839895623689	2708	0.426883308714919	8	47677494	47680201	TEC	Gm45537
ENSMUSG00000091002	16.5049485106794	2.88221517229434	2.51764868858904	13.6227333383851	0.983287018658198	13.8534262378627	3856	0.487551867219917	7	137810703	137999459	protein_coding	Tcerg1l
ENSMUSG00000071317	0.497211573884217	8.76657204051823	-4.14008103700642	8.26936046663401	0.983284372105333	-9.24784264140073	4610	0.452277657266811	10	45211868	45248575	protein_coding	Bves
ENSMUSG00000033377	12.1687969409309	1.80592830464821	2.75237402005164	10.3628686362827	0.983252613470954	10.7221550594602	7273	0.426783995600165	3	116711907	116762636	protein_coding	Palmd
ENSMUSG00000104903	0.312024834568068	8.55957971354961	-4.77780719493714	8.24755487898154	0.98323938070663	-9.53150581355356	3187	0.426419830561657	3	144199747	144202933	lncRNA	Gm43707
ENSMUSG00000103497	12.8458917264919	61.4192965148769	-2.25738494641069	48.573404788385	0.983202328966521	-48.6258309906637	1316	0.348784194528875	1	128090951	128092266	TEC	Gm37407
ENSMUSG00000099907	2.42937251083494	14.5354000180498	-2.58091514589455	12.1060275072149	0.983154691014953	-12.3780864836109	3684	0.425352877307275	12	117108140	117115271	lncRNA	Gm10421
ENSMUSG00000063021	50.6067759678592	10.2834343783178	2.29900840211369	40.3233415895414	0.983130872039169	40.3888266303916	393	0.684478371501272	13	21937605	21937997	protein_coding	H2ac15
ENSMUSG00000105663	6.15222419879233	31.5378415273733	-2.35790394048648	25.385617328581	0.983122932380574	-25.4948872942344	3556	0.401012373453318	5	52012562	52016117	TEC	Gm43606
ENSMUSG00000061046	4.51497456421536	23.7009233883931	-2.39215350243939	19.1859488241777	0.983067354770412	-19.3345036311564	2643	0.560348089292471	17	25998817	26004647	protein_coding	Haghl
ENSMUSG00000026883	4.51686344910357	23.6705828141604	-2.38970202344529	19.1537193650569	0.983062061664682	-19.3022185583993	8366	0.596103275161367	2	35448278	35621006	protein_coding	Dab2ip
ENSMUSG00000113076	10.3143340525097	50.5481934526647	-2.29300885614141	40.2338594001551	0.983048828900357	-40.2991480287833	1639	0.411836485661989	13	93453935	93455573	TEC	Gm47088
ENSMUSG00000088990	1199.33458427829	263.302662968474	2.18744017306788	936.031921309819	0.983030303030303	936.034477252554	165	0.412121212121212	4	132565694	132565858	scaRNA	Gm22767
ENSMUSG00000097217	31.1440216608795	6.10649544195988	2.35053870275378	25.0375262189196	0.983003837501654	25.1476191985689	1820	0.437362637362637	17	32503761	32517663	lncRNA	Gm26549
ENSMUSG00000105946	0.497211573884217	8.6680458791157	-4.12377500514597	8.17083430523148	0.982972078867275	-9.15248892578484	2914	0.447151681537406	5	27400953	27403866	TEC	Gm43776
ENSMUSG00000064065	37.4441238579917	7.518968971884	2.3161325799049	29.9251548861077	0.982815932248247	30.0146525064881	9003	0.411418416083528	10	6835796	7002478	protein_coding	Ipcef1
ENSMUSG00000019889	8.65494336293055	0.530644657389562	4.0277063802963	8.12429870554098	0.982815932248247	9.06789105265025	13328	0.420168067226891	10	27950816	28473393	protein_coding	Ptprk
ENSMUSG00000110710	11.2108953223094	53.5519837987487	-2.25603852070317	42.3410884764393	0.982773587402408	-42.4011495501779	5943	0.482752818441864	8	95048786	95054728	lncRNA	C78859
ENSMUSG00000056069	9.81843280734029	47.696129723378	-2.28030753546632	37.8776969160377	0.982752414979489	-37.9462742060339	3241	0.500462820117248	15	27655155	27681665	protein_coding	Otulinl
ENSMUSG00000090135	9.02653386779214	44.326891682938	-2.29593818718008	35.3003578151459	0.982673018393542	-35.3749430252076	661	0.376701966717095	13	43151987	43159543	lncRNA	Gm15809
ENSMUSG00000097055	21.0516561601498	3.98773652829816	2.40029173795088	17.0639196318517	0.982667725287813	17.2319109105626	2787	0.493003229278794	12	21467324	21471065	lncRNA	Gm4419
ENSMUSG00000120970	2.18875234285055	13.3428126911629	-2.60788219349482	11.1540603483124	0.982665078734948	-11.4548728403654	1363	0.53925165077036	8	72043373	72044735	lncRNA	
ENSMUSG00000113250	1.97993658092272	12.5727654015645	-2.66677588254839	10.5928288206418	0.982665078734948	-10.9233564453039	2009	0.367844698855152	12	100591044	100593052	TEC	Gm48585
ENSMUSG00000103869	2.04894879347892	12.8375188268475	-2.64741055768146	10.7885700333686	0.982654492523488	-11.1086464533633	2912	0.397664835164835	14	61904669	61907580	TEC	Gm37420
ENSMUSG00000064247	1.04373985596267	9.5440848585962	-3.19284469421598	8.50034500263353	0.982630673547704	-9.0802049759452	3811	0.588559433219627	5	110247835	110253819	protein_coding	Plcxd1
ENSMUSG00000120507	10.4628236041509	1.38657012031527	2.91567976256219	9.07625348383568	0.982598914913325	9.5330774559244	2186	0.422689844464776	2	104647383	104649568	lncRNA	
ENSMUSG00000104621	1.43340273552207	10.5585857306025	-2.88090068790124	9.12518299508047	0.982413656212783	-9.56914591106519	2775	0.358558558558559	3	151955666	151958440	TEC	Gm43185
ENSMUSG00000092375	1.40455246859948	10.4649921886695	-2.89738881068981	9.06043972006999	0.982413656212783	-9.51243553677672	2124	0.549905838041431	15	78003906	78028342	lncRNA	A730060N03Rik
ENSMUSG00000034248	5.45025143271189	27.5198435704758	-2.3360775780333	22.0695921377639	0.982408363107053	-22.1928852468047	6021	0.511210762331838	14	69479297	69522561	protein_coding	Slc25a37
ENSMUSG00000024962	3.09789142606989	16.996498783229	-2.45587910004977	13.8986073571591	0.982373957919809	-14.113916133467	1605	0.551401869158878	19	6959841	6965019	protein_coding	Vegfb
ENSMUSG00000068735	42.5796361375102	8.76182051095697	2.28086105540343	33.8178156265532	0.982360725155485	33.8946453131701	3690	0.570460704607046	2	93017893	93032104	protein_coding	Trp53i11
ENSMUSG00000023066	0.411769419365811	8.36726648173686	-4.34484778766103	7.95549706237105	0.982310440651052	-9.06463655130956	12075	0.417639751552795	18	88989914	89149140	protein_coding	Rttn
ENSMUSG00000103332	26.2973918369132	5.17132400598708	2.34631411689205	21.1260678309261	0.982283975122403	21.2559622678442	4689	0.533589251439539	18	37802006	37974923	protein_coding	Pcdhga2
ENSMUSG00000071550	9.82000253001546	1.20207903351544	3.03019164368589	8.61792349650003	0.982241630276565	9.13513364921341	8405	0.458179654967281	16	44215159	44302791	protein_coding	Cfap44
ENSMUSG00000102623	1.62288559407333	11.1298982240239	-2.77780719493714	9.50701262995057	0.982201931983591	-9.90451926941859	2451	0.433700530395757	6	40075656	40078106	TEC	Gm37673
ENSMUSG00000109044	5.12589251427028	26.0398821564362	-2.34484778766103	20.913989642166	0.982193992324997	-21.0450296721084	2910	0.357388316151203	7	91284447	91287356	TEC	Gm44680
ENSMUSG00000021115	6.40686526285793	31.9555414452354	-2.31837557629984	25.5486761823774	0.982170173349213	-25.653649252782	5122	0.46837172979305	12	105976487	106043685	protein_coding	Vrk1
ENSMUSG00000025789	0.554099079365769	8.4445828835694	-3.92981028838219	7.89048380420363	0.981969035331481	-8.81493865929164	5384	0.520245170876672	7	73588867	73663438	protein_coding	St8sia2
